id,Feature_ID,Stop_Name,Total_Daily_Alighting,board_daily_int_cta_evening,board_daily_int_cta_morning,board_daily_int_p_o_14_evening,board_daily_int_p_o_14_morning,board_daily_int_cta_m_evening,board_daily_int_cta_m_morning,board_daily_int_coop_evening,board_daily_int_coop_morning,board_daily_int_p_b_8_morning,board_daily_int_p_b_8_evening,board_alight_daily_int_cta_evening,board_alight_daily_int_cta_morning,board_alight_daily_int_p_o_14_evening,board_alight_daily_int_p_o_14_morning,board_alight_daily_int_cta_m_evening,board_alight_daily_int_cta_m_morning,board_alight_daily_int_coop_evening,board_alight_daily_int_coop_morning,board_alight_daily_int_p_b_8_morning,board_alight_daily_int_p_b_8_evening,daily_services_period_cta_evening,daily_services_period_cta_morning,daily_services_period_p_o_14_evening,daily_services_period_p_o_14_morning,daily_services_period_cta_m_evening,daily_services_period_cta_m_morning,daily_services_period_coop_evening,daily_services_period_coop_morning,daily_services_period_p_b_8_morning,daily_services_period_p_b_8_evening,routes_cta_evening,routes_cta_morning,routes_p_o_14_evening,routes_p_o_14_morning,routes_cta_m_evening,routes_cta_m_morning,routes_coop_evening,routes_coop_morning,routes_p_b_8_morning,routes_p_b_8_evening,daily_services_morning_all,daily_services_evening_all,daily_services_all,Morning_Formal_BA,Morning_Informal_BA,Morning_All_BA,Daily_Formal_BA,Daily_Informal_BA,Daily_All_BA,geometry,Total_Morning_Boarding,Total_Evening_Boarding,Total_Routes_At_Stop
cairo_maptis_daily_boarding__alighting__by_agency.768,768,Hyper One (Sheikh Zayed),7736.0,436.0,142.0,5328.0,2906.0,0.0,0.0,0.0,0.0,1064.0,364.0,776.0,536.0,8376.0,6860.0,0.0,0.0,0.0,0.0,1064.0,364.0,848.0,796.0,3584.0,4228.0,0.0,0.0,0.0,0.0,608.0,208.0,5,5,10,10,0,0,0,0,1,1,5632.0,4640.0,10272.0,536.0,7924.0,8460.0,1312.0,16664.0,17976.0,POINT (309457.8161682312 3323762.116921312),4112.0,6128.0,32
cairo_maptis_daily_boarding__alighting__by_agency.769,769,Ibn Al Hakam Square (Heliopolis),614.0,204.0,184.0,0.0,0.0,164.0,114.0,0.0,0.0,0.0,0.0,424.0,238.0,0.0,0.0,308.0,310.0,0.0,0.0,0.0,0.0,240.0,300.0,0.0,0.0,416.0,620.0,0.0,0.0,0.0,0.0,4,4,0,0,6,6,0,0,0,0,920.0,656.0,1576.0,548.0,0.0,548.0,1280.0,0.0,1280.0,POINT (338163.4065290573 3332139.689017082),298.0,368.0,20
cairo_maptis_daily_boarding__alighting__by_agency.770,770,Ibrahim Abdel Raziq St. & Ain Shams St.,850.0,104.0,198.0,0.0,0.0,256.0,440.0,0.0,0.0,0.0,0.0,288.0,337.0,0.0,0.0,460.0,763.0,0.0,0.0,0.0,0.0,320.0,332.0,0.0,0.0,832.0,1208.0,0.0,0.0,0.0,0.0,3,3,0,0,7,7,0,0,0,0,1540.0,1152.0,2692.0,1100.0,0.0,1100.0,1848.0,0.0,1848.0,POINT (338164.7226756748 3333985.768784087),638.0,360.0,20
cairo_maptis_daily_boarding__alighting__by_agency.771,771,Ibrahim Al Afifi Alley (Mansoureyya Rd.),35.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,140.0,0.0,140.0,0.0,140.0,140.0,0.0,140.0,140.0,,105.0,0.0,1
cairo_maptis_daily_boarding__alighting__by_agency.772,772,Ibrahim Al Rifaie School (1st Settlement),705.0,80.0,120.0,0.0,0.0,744.0,475.0,0.0,0.0,0.0,0.0,248.0,248.0,0.0,0.0,928.0,700.0,0.0,0.0,0.0,0.0,704.0,872.0,0.0,0.0,1888.0,2820.0,0.0,0.0,0.0,0.0,8,8,0,0,11,11,0,0,0,0,3692.0,2592.0,6284.0,948.0,0.0,948.0,2124.0,0.0,2124.0,POINT (351200.12932019884 3327548.5760837677),595.0,824.0,38
cairo_maptis_daily_boarding__alighting__by_agency.773,773,Ibrahim Anwar Mosque (Al Zaytoun),2356.0,296.0,1269.0,20.0,708.0,676.0,742.0,0.0,0.0,0.0,0.0,448.0,1529.0,372.0,1692.0,1048.0,978.0,0.0,0.0,0.0,0.0,992.0,1440.0,2256.0,4148.0,2288.0,3188.0,0.0,0.0,0.0,0.0,8,8,5,5,16,16,0,0,0,0,8776.0,5536.0,14312.0,2507.0,1692.0,4199.0,4003.0,2064.0,6067.0,POINT (336254.18896463164 3331434.447171221),2719.0,992.0,58
cairo_maptis_daily_boarding__alighting__by_agency.774,774,Ibrahim Bek Youth Center,1296.0,40.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,976.0,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.0,336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,0,0,0,0,0,0,0,336.0,272.0,608.0,414.0,0.0,414.0,1390.0,0.0,1390.0,POINT (332595.6717715399 3334825.893461162),54.0,40.0,6
cairo_maptis_daily_boarding__alighting__by_agency.775,775,Ibrahim Mosque (Marg Axis),2916.0,0.0,0.0,2912.0,1080.0,0.0,0.0,0.0,0.0,0.0,0.0,416.0,91.0,4424.0,1977.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,52.0,1616.0,1376.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,1428.0,1648.0,3076.0,91.0,1977.0,2068.0,507.0,6401.0,6908.0,POINT (343568.1316259046 3336991.779544852),1080.0,2912.0,4
cairo_maptis_daily_boarding__alighting__by_agency.776,776,Icon for Construction And Development,566.0,0.0,0.0,280.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.0,647.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2256.0,4588.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,7,7,0,0,0,0,0,0,4588.0,2256.0,6844.0,0.0,647.0,647.0,0.0,1071.0,1071.0,POINT (337355.9054857752 3308209.135712704),225.0,280.0,14
cairo_maptis_daily_boarding__alighting__by_agency.777,777,Ideal Standard (Nasr Rd.),1310.7602062515307,0.0,0.0,79.6404417546858,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,685.4321746491728,1175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1088.0,1072.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2,2,0,0,0,0,0,0,1072.0,1088.0,2160.0,0.0,1175.0,1175.0,0.0,1472.9462166602477,1623.3522226548118,POINT (343170.69804192206 3329997.2666928913),229.0,79.6404417546858,4
cairo_maptis_daily_boarding__alighting__by_agency.778,778,Ikea - CFC,740.0,32.0,0.0,284.0,446.0,0.0,18.0,0.0,0.0,0.0,0.0,32.0,0.0,464.0,886.0,48.0,90.0,0.0,0.0,0.0,0.0,192.0,0.0,528.0,888.0,48.0,72.0,0.0,0.0,0.0,0.0,2,0,4,4,1,1,0,0,0,0,960.0,768.0,1728.0,90.0,886.0,976.0,170.0,1350.0,1520.0,,464.0,316.0,12
cairo_maptis_daily_boarding__alighting__by_agency.779,779,Imam Al Shafei Mosque (Basateen Rd.),3050.1674837526216,502.1603650114731,1295.0,2680.0,2483.0,256.0,577.0,0.0,0.0,0.0,0.0,1053.9576377165656,2146.0,2840.0,2751.0,544.0,693.0,0.0,0.0,0.0,0.0,1040.0,1260.0,880.0,920.0,560.0,752.0,0.0,0.0,0.0,0.0,9,10,1,1,4,4,0,0,0,0,2932.0,2480.0,5412.0,2839.0,2751.0,5590.0,3047.772197185625,5591.0,8037.537398789349,POINT (332398.691507207 3321424.8545076526),4355.0,3438.160365011473,29
cairo_maptis_daily_boarding__alighting__by_agency.780,780,Imbaba,8218.0,504.0,914.0,3168.0,2997.0,556.0,688.0,840.0,3074.0,0.0,0.0,736.0,1548.0,5940.0,5525.0,676.0,928.0,1260.0,4346.0,0.0,0.0,352.0,448.0,3344.0,4600.0,496.0,808.0,112.0,424.0,0.0,0.0,5,5,9,9,3,3,1,1,0,0,6280.0,4304.0,10584.0,2476.0,9871.0,12347.0,3888.0,17071.0,20959.0,POINT (328291.34153123235 3328799.7764249514),7673.0,5068.0,36
cairo_maptis_daily_boarding__alighting__by_agency.781,781,Imbaba Fevers Hospital,1161.0,104.0,204.0,616.0,0.0,56.0,54.0,0.0,0.0,0.0,0.0,380.0,623.0,616.0,0.0,120.0,216.0,240.0,0.0,0.0,0.0,608.0,1040.0,176.0,0.0,688.0,736.0,960.0,0.0,0.0,0.0,9,9,1,0,4,4,1,0,0,0,1776.0,2432.0,4208.0,839.0,0.0,839.0,1339.0,856.0,2195.0,POINT (329060.57020702155 3329397.907322124),258.0,776.0,28
cairo_maptis_daily_boarding__alighting__by_agency.782,782,Imbaba Police Station,504.0,36.0,46.0,0.0,0.0,12.0,40.0,0.0,0.0,0.0,0.0,104.0,310.0,0.0,0.0,144.0,80.0,0.0,0.0,0.0,0.0,496.0,776.0,0.0,0.0,352.0,500.0,0.0,0.0,0.0,0.0,10,10,0,0,4,4,0,0,0,0,1276.0,848.0,2124.0,390.0,0.0,390.0,638.0,0.0,638.0,POINT (328639.58529694437 3328422.3280378133),86.0,48.0,28
cairo_maptis_daily_boarding__alighting__by_agency.783,783,Imbaba Station,2752.0,860.0,1415.0,3248.0,3405.0,0.0,0.0,1728.0,2640.0,0.0,0.0,1212.0,1789.0,4388.0,4291.0,0.0,0.0,1728.0,2640.0,0.0,0.0,400.0,504.0,2096.0,1940.0,0.0,0.0,288.0,528.0,0.0,0.0,8,8,5,5,0,0,1,1,0,0,2972.0,2784.0,5756.0,1789.0,6931.0,8720.0,3001.0,13047.0,16048.0,POINT (328619.2090167933 3328713.3942510434),7460.0,5836.0,28
cairo_maptis_daily_boarding__alighting__by_agency.784,784,Industrial Technical Institute (Al Azhar),181.0,12.0,23.0,0.0,0.0,48.0,81.0,0.0,0.0,0.0,0.0,24.0,23.0,0.0,137.0,80.0,81.0,0.0,0.0,0.0,0.0,336.0,604.0,0.0,548.0,128.0,200.0,0.0,0.0,0.0,0.0,6,6,0,1,2,2,0,0,0,0,1352.0,464.0,1816.0,104.0,137.0,241.0,208.0,137.0,345.0,POINT (333412.56064362044 3326265.264865818),104.0,60.0,17
cairo_maptis_daily_boarding__alighting__by_agency.785,785,International Garden,145.0,0.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784.0,1084.0,0.0,0.0,0.0,0.0,0,0,0,0,6,6,0,0,0,0,1084.0,784.0,1868.0,93.0,0.0,93.0,397.0,0.0,397.0,POINT (339840.5916087724 3325664.301401643),0.0,252.0,12
cairo_maptis_daily_boarding__alighting__by_agency.786,786,Isaaf,12756.0,936.0,948.0,2256.0,1262.0,528.0,974.0,0.0,0.0,0.0,0.0,2428.0,3328.0,6008.0,3251.0,1724.0,2921.0,0.0,0.0,0.0,0.0,2384.0,2868.0,3760.0,3968.0,2192.0,3148.0,0.0,0.0,0.0,0.0,38,38,7,7,24,24,0,0,0,0,9984.0,8336.0,18320.0,6249.0,3251.0,9500.0,10401.0,9259.0,19660.0,POINT (329922.3656703016 3326155.3898269227),3184.0,3720.0,138
cairo_maptis_daily_boarding__alighting__by_agency.787,787,Isbiko Station,1355.0,652.0,1174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1260.0,1921.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448.0,528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,0,0,0,0,0,0,0,0,528.0,448.0,976.0,1921.0,0.0,1921.0,3181.0,0.0,3181.0,POINT (347151.31583905185 3339850.1155480724),1174.0,652.0,10
cairo_maptis_daily_boarding__alighting__by_agency.788,788,Isko,2704.0,0.0,0.0,0.0,0.0,984.0,1962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1504.0,4146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,592.0,852.0,0.0,0.0,0.0,0.0,0,0,0,0,5,5,0,0,0,0,852.0,592.0,1444.0,4146.0,0.0,4146.0,5650.0,0.0,5650.0,POINT (334089.66683104757 3336785.052796643),1962.0,984.0,10
cairo_maptis_daily_boarding__alighting__by_agency.789,789,Islamic Center (Sheikh Zayed),17.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,56.0,96.0,152.0,5.0,0.0,5.0,29.0,0.0,29.0,POINT (305126.50034640206 3325967.9865571996),0.0,12.0,2
cairo_maptis_daily_boarding__alighting__by_agency.790,790,Islamic Studies Institute( Waili ),233.0,188.0,397.0,236.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,188.0,630.0,236.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,688.0,1132.0,624.0,0.0,0.0,184.0,0.0,0.0,0.0,0.0,6,6,1,0,0,1,0,0,0,0,1316.0,1312.0,2628.0,653.0,0.0,653.0,841.0,236.0,1077.0,,420.0,424.0,14
cairo_maptis_daily_boarding__alighting__by_agency.791,791,Ismailiya Desert Rd. & Belbeis Desert Rd.,699.0,0.0,39.0,616.0,403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,916.0,802.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,1232.0,1604.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,5,5,0,0,0,0,0,0,1812.0,1232.0,3044.0,39.0,802.0,841.0,39.0,1718.0,1757.0,POINT (348754.8538763651 3336469.3606306976),442.0,616.0,12
cairo_maptis_daily_boarding__alighting__by_agency.792,792,Jazirat Mohamed,278.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,40.0,32.0,72.0,70.0,0.0,70.0,278.0,0.0,278.0,POINT (327009.44427726127 3332603.102098735),0.0,0.0,2
cairo_maptis_daily_boarding__alighting__by_agency.793,793,Journalists Club (Al Bahr Al Aazam),1773.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1216.0,636.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1248.0,1848.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4,4,0,0,0,0,0,0,1848.0,1248.0,3096.0,0.0,636.0,636.0,0.0,1852.0,1852.0,,79.0,0.0,8
cairo_maptis_daily_boarding__alighting__by_agency.794,794,Judges Club (Al Dokki),497.0,72.0,155.0,116.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,293.0,172.0,365.0,56.0,54.0,0.0,0.0,0.0,0.0,608.0,796.0,896.0,1796.0,416.0,392.0,0.0,0.0,0.0,0.0,7,7,2,2,2,2,0,0,0,0,2984.0,1920.0,4904.0,347.0,365.0,712.0,499.0,537.0,1036.0,POINT (328304.8203758303 3324874.0444545327),295.0,188.0,22
cairo_maptis_daily_boarding__alighting__by_agency.795,795,Juhayna Square,803.0,280.0,148.0,60.0,269.0,0.0,0.0,0.0,0.0,0.0,0.0,380.0,278.0,180.0,722.0,0.0,0.0,0.0,0.0,0.0,0.0,704.0,704.0,1296.0,2136.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,5,5,0,0,0,0,0,0,2840.0,2000.0,4840.0,278.0,722.0,1000.0,658.0,902.0,1560.0,POINT (305402.719554618 3321432.084753668),417.0,340.0,18
cairo_maptis_daily_boarding__alighting__by_agency.796,796,Kabdet Al Prince (Imbaba),2211.0,220.0,0.0,452.0,1050.0,0.0,0.0,0.0,0.0,0.0,0.0,372.0,126.0,1120.0,2234.0,40.0,41.0,0.0,0.0,0.0,0.0,208.0,288.0,2656.0,2788.0,80.0,164.0,0.0,0.0,0.0,0.0,4,4,8,8,1,1,0,0,0,0,3240.0,2944.0,6184.0,167.0,2234.0,2401.0,579.0,3354.0,3933.0,POINT (328381.1830856998 3329069.4810612444),1050.0,672.0,26
cairo_maptis_daily_boarding__alighting__by_agency.797,797,Kafr AL Shurafa,1706.0,0.0,0.0,228.0,762.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,117.0,912.0,1659.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,52.0,1616.0,1376.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,1428.0,1648.0,3076.0,117.0,1659.0,1776.0,125.0,2571.0,2696.0,POINT (341908.64132356783 3335792.1290223277),762.0,228.0,4
cairo_maptis_daily_boarding__alighting__by_agency.798,798,Kafr Tohormos Steps (Ring Rd.),358.0,0.0,0.0,424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2096.0,2292.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,7,7,0,0,0,0,0,0,2292.0,2096.0,4388.0,0.0,70.0,70.0,0.0,782.0,782.0,POINT (323174.7789484117 3322219.6404775665),0.0,424.0,14
cairo_maptis_daily_boarding__alighting__by_agency.799,799,Kafr Tuhurmis,8674.0,0.0,0.0,1516.0,1746.0,888.0,816.0,0.0,0.0,0.0,0.0,0.0,0.0,4692.0,4815.0,2400.0,1733.0,0.0,0.0,0.0,0.0,0.0,0.0,1072.0,984.0,336.0,328.0,0.0,0.0,0.0,0.0,0,0,1,1,2,2,0,0,0,0,1312.0,1408.0,2720.0,1733.0,4815.0,6548.0,4133.0,9507.0,13640.0,POINT (323972.46533133456 3322002.0015751217),2562.0,2404.0,6
cairo_maptis_daily_boarding__alighting__by_agency.800,800,Kahraba Club (Rod Al Farag),414.0,48.0,502.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,636.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.0,420.0,1312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,3,0,0,0,0,0,0,0,420.0,1664.0,2084.0,636.0,0.0,636.0,708.0,256.0,964.0,POINT (329658.2305531924 3329527.0391954333),502.0,48.0,11
cairo_maptis_daily_boarding__alighting__by_agency.801,801,Kan Kan 12th District (6th of October),697.0,428.0,368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,872.0,621.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.0,368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,0,0,0,0,0,0,368.0,352.0,720.0,621.0,0.0,621.0,1493.0,0.0,1493.0,POINT (297008.97381532047 3315751.8086506343),368.0,428.0,4
cairo_maptis_daily_boarding__alighting__by_agency.802,802,Kattameya Church,629.0,52.0,256.0,0.0,0.0,48.0,90.0,0.0,0.0,0.0,128.0,120.0,372.0,0.0,0.0,84.0,90.0,0.0,0.0,201.0,336.0,96.0,196.0,0.0,0.0,96.0,144.0,0.0,0.0,576.0,576.0,2,2,0,0,1,1,0,0,1,1,916.0,768.0,1684.0,462.0,201.0,663.0,666.0,537.0,1203.0,POINT (347272.61710104183 3317869.951120966),346.0,228.0,8
cairo_maptis_daily_boarding__alighting__by_agency.803,803,Kawkab Al Sharq Cafe - Bashayer,650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,267.0,0.0,176.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,864.0,0.0,2,2,0,0,0,0,0,0,1,0,1048.0,176.0,1224.0,23.0,267.0,290.0,383.0,267.0,650.0,POINT (298759.7842404493 3317136.2174932975),0.0,0.0,5
cairo_maptis_daily_boarding__alighting__by_agency.804,804,Kempinski Hotel (Ring Rd.),256.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,0.0,608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,4,0,0,0,0,0,0,0,0.0,800.0,800.0,0.0,0.0,0.0,192.0,96.0,288.0,POINT (347491.4684510691 3326563.690654666),0.0,32.0,6
cairo_maptis_daily_boarding__alighting__by_agency.805,805,Kempinski Nile Hotel (Qasr Al Nile),3522.0,712.0,1251.0,16.0,17.0,236.0,355.0,0.0,0.0,0.0,0.0,1156.0,3369.0,16.0,174.0,484.0,910.0,0.0,0.0,0.0,0.0,608.0,984.0,1104.0,1608.0,592.0,736.0,0.0,0.0,0.0,0.0,11,11,3,3,8,8,0,0,0,0,3328.0,2304.0,5632.0,4279.0,174.0,4453.0,5919.0,190.0,6109.0,POINT (329312.5704956063 3324293.413120258),1623.0,964.0,44
cairo_maptis_daily_boarding__alighting__by_agency.806,806,Kerdasa Saft Al Laban Rd.,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,512.0,0.0,0.0,0.0,0.0,0.0,0.0,672.0,0,0,1,0,0,0,0,0,0,1,0.0,1184.0,1184.0,0.0,0.0,0.0,0.0,440.0,440.0,POINT (320267.3568665062 3323809.336106881),0.0,0.0,2
cairo_maptis_daily_boarding__alighting__by_agency.807,807,Kerdasa Station,427.0,0.0,0.0,1096.0,1832.0,0.0,0.0,0.0,0.0,532.0,288.0,0.0,0.0,1184.0,1931.0,0.0,0.0,0.0,0.0,532.0,528.0,0.0,0.0,720.0,996.0,0.0,0.0,0.0,0.0,1032.0,672.0,0,0,2,2,0,0,0,0,1,1,2028.0,1392.0,3420.0,0.0,2463.0,2463.0,0.0,4175.0,4175.0,POINT (318424.1052349929 3324171.2052735304),2364.0,1384.0,6
cairo_maptis_daily_boarding__alighting__by_agency.808,808,KFC ( Faisal St. ),814.0,0.0,0.0,0.0,140.0,80.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,700.0,80.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,688.0,560.0,160.0,164.0,0.0,0.0,0.0,0.0,0,0,1,1,1,1,0,0,0,0,724.0,848.0,1572.0,123.0,700.0,823.0,203.0,872.0,1075.0,POINT (323616.22656021675 3320489.8354888977),181.0,80.0,4
cairo_maptis_daily_boarding__alighting__by_agency.809,809,KFC (Al Lebeny St.),1757.0,0.0,0.0,1008.0,912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1620.0,1775.0,0.0,0.0,0.0,0.0,282.0,0.0,0.0,0.0,1264.0,1920.0,0.0,0.0,0.0,0.0,564.0,0.0,0,0,4,4,0,0,0,0,1,0,2484.0,1264.0,3748.0,0.0,2057.0,2057.0,0.0,3677.0,3677.0,POINT (321558.3954086178 3318734.745137027),912.0,1008.0,9
cairo_maptis_daily_boarding__alighting__by_agency.810,810,KFC (Gameat Al Dowal St.),2975.0,196.0,55.0,112.0,13.0,204.0,85.0,112.0,106.0,0.0,0.0,216.0,389.0,512.0,779.0,392.0,336.0,280.0,954.0,0.0,0.0,208.0,392.0,880.0,1696.0,688.0,500.0,112.0,424.0,0.0,0.0,2,2,3,3,4,4,1,1,0,0,3012.0,1888.0,4900.0,725.0,1733.0,2458.0,1333.0,2525.0,3858.0,POINT (326804.3868561252 3326281.323862945),259.0,624.0,20
cairo_maptis_daily_boarding__alighting__by_agency.811,811,Khair Zaman (Autostrad Zahraa Al Maadi),32.0,0.0,0.0,0.0,0.0,32.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,92.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,92.0,64.0,156.0,69.0,0.0,69.0,133.0,0.0,133.0,,69.0,32.0,2
cairo_maptis_daily_boarding__alighting__by_agency.812,812,Khalafawi Square,3051.0,0.0,27.0,1288.0,1162.0,200.0,645.0,0.0,0.0,0.0,0.0,0.0,27.0,1748.0,3537.0,316.0,745.0,0.0,0.0,0.0,0.0,0.0,216.0,480.0,536.0,608.0,900.0,0.0,0.0,0.0,0.0,0,3,2,2,7,7,0,0,0,0,1652.0,1088.0,2740.0,772.0,3537.0,4309.0,1088.0,5285.0,6373.0,POINT (331296.06226058304 3330912.7183916494),1834.0,1488.0,21
cairo_maptis_daily_boarding__alighting__by_agency.813,813,Khalil Agha Military School,268.0,20.0,225.0,0.0,0.0,20.0,22.0,0.0,0.0,0.0,0.0,120.0,292.0,0.0,0.0,40.0,103.0,0.0,0.0,0.0,0.0,448.0,616.0,0.0,0.0,384.0,520.0,0.0,0.0,0.0,0.0,7,7,0,0,4,4,0,0,0,0,1136.0,832.0,1968.0,395.0,0.0,395.0,555.0,0.0,555.0,POINT (332491.065107821 3326603.870800458),247.0,40.0,22
cairo_maptis_daily_boarding__alighting__by_agency.814,814,Khedr Al Touny (Al Tayaran),292.0,0.0,0.0,0.0,0.0,508.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,656.0,375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1488.0,1932.0,0.0,0.0,0.0,0.0,0,0,0,0,13,13,0,0,0,0,1932.0,1488.0,3420.0,375.0,0.0,375.0,1031.0,0.0,1031.0,,231.0,508.0,26
cairo_maptis_daily_boarding__alighting__by_agency.815,815,Khedr Al Touny Exit to Al Tayaran,717.0,16.0,0.0,96.0,5.0,480.0,439.0,0.0,0.0,0.0,0.0,16.0,28.0,96.0,66.0,508.0,1067.0,0.0,0.0,0.0,0.0,128.0,112.0,1616.0,1056.0,2080.0,3248.0,0.0,0.0,0.0,0.0,1,1,5,5,15,15,0,0,0,0,4416.0,3824.0,8240.0,1095.0,66.0,1161.0,1619.0,162.0,1781.0,,444.0,592.0,42
cairo_maptis_daily_boarding__alighting__by_agency.816,816,Kheir Zaman (Ahmed Al Zomor),209.0,0.0,140.0,0.0,0.0,116.0,183.0,0.0,0.0,0.0,0.0,0.0,175.0,0.0,0.0,264.0,209.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,640.0,788.0,0.0,0.0,0.0,0.0,0,1,0,0,6,6,0,0,0,0,928.0,640.0,1568.0,384.0,0.0,384.0,648.0,0.0,648.0,,323.0,116.0,13
cairo_maptis_daily_boarding__alighting__by_agency.817,817,Kheir Zaman Al Mehwar Al Markazi (6th of October),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,623.0,520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,623.0,520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,356.0,416.0,0,0,0,0,0,0,0,0,1,1,356.0,416.0,772.0,0.0,623.0,623.0,0.0,1143.0,1143.0,POINT (301025.2290404321 3317497.3065246036),623.0,520.0,2
cairo_maptis_daily_boarding__alighting__by_agency.818,818,Khosous,1280.0,136.0,26.0,88.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,282.0,692.0,476.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,252.0,1056.0,1592.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,6,6,0,0,0,0,0,0,1844.0,1280.0,3124.0,282.0,476.0,758.0,466.0,1168.0,1634.0,POINT (338552.75821674155 3338056.879051679),130.0,224.0,18
