Stop_Name,board_daily_int_cta_morning,board_daily_int_p_o_14_morning,board_daily_int_cta_m_morning,board_daily_int_coop_morning,board_daily_int_p_b_8_morning,board_daily_int_cta_evening,board_daily_int_p_o_14_evening,board_daily_int_cta_m_evening,board_daily_int_coop_evening,board_daily_int_p_b_8_evening,Total_Morning_Boarding,Total_Evening_Boarding
Dusit Hotel,131.0,0.0,0.0,0.0,0.0,296.0,0.0,0.0,0.0,0.0,131.0,296.0
Duty Free (Gameat Al Dowal St.),78.0,972.0,134.0,0.0,0.0,148.0,560.0,124.0,0.0,0.0,1184.0,832.0
Dwidar St. & Hadayeq Al Qobba St.,138.0,0.0,236.0,0.0,0.0,168.0,0.0,116.0,0.0,0.0,374.0,284.0
East Bulaq Dakrur (Nahya),229.0,4289.0,31.0,0.0,0.0,96.0,3596.0,124.0,0.0,0.0,4549.0,3816.0
Eastern Gate Obour Market,13.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,13.0,48.0
Eastern Weavers (Al Moqattam),301.0,0.0,0.0,0.0,0.0,364.0,0.0,0.0,0.0,0.0,301.0,364.0
Education Directorate (Helwan),0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0
Egypt Air Hospital,69.0,417.0,32.0,0.0,0.0,16.0,24.0,96.0,0.0,0.0,518.0,136.0
Egypt Air Steps (Ring Rd.),0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,76.0
Egyptian Agricultural Bank (Al Giza),636.0,117.0,94.0,0.0,0.0,340.0,672.0,72.0,432.0,0.0,847.0,1516.0
Egyptian Media Production City,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,92.0
Egyptian Parlimant,560.0,1184.0,735.0,0.0,0.0,208.0,620.0,452.0,0.0,0.0,2479.0,1280.0
Egyptian Russian University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Egyptian Russian University - East,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,24.0
Egyptian Shooting Club Pedestrian Tunnle (Qattameya),126.0,150.0,0.0,0.0,0.0,144.0,124.0,0.0,0.0,0.0,276.0,268.0
Egyptian Telecom Club (Autostrad Maadi),0.0,141.0,0.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,141.0,252.0
El Kafr (Birak Al Khiyam),0.0,1347.0,0.0,0.0,0.0,0.0,560.0,0.0,0.0,0.0,1347.0,560.0
El Warsha (Ezbet Al Nakhl),0.0,0.0,0.0,0.0,0.0,0.0,228.0,0.0,0.0,0.0,0.0,228.0
Elecrticity Hospital (Suez Rd),92.0,1059.0,511.0,0.0,0.0,144.0,100.0,1184.0,0.0,0.0,1662.0,1428.0
Emad El Deen St. & 26th of July St.,2056.0,0.0,144.0,0.0,0.0,2904.0,0.0,300.0,0.0,0.0,2200.0,3204.0
Emad Market (6th of October),46.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,46.0,76.0
Enppi,0.0,1725.0,1322.0,0.0,0.0,0.0,1272.0,1092.0,0.0,0.0,3047.0,2364.0
Epx Logistics For Transportation And Warehousing (Obour),13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0
Experimental School (Bahteem),0.0,0.0,482.0,0.0,0.0,0.0,0.0,284.0,0.0,0.0,482.0,284.0
Export Development Authority (6th of October),0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,32.0
Ezbet Al Baydaa Steps (Ring Rd.),36.0,1834.0,0.0,0.0,0.0,48.0,3136.0,0.0,0.0,0.0,1870.0,3184.0
Ezbet Al Mofti Steps (Ring Rd.),14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0
Ezbet Al Nakhl,330.0,836.0,616.0,0.0,0.0,28.0,2464.0,852.0,0.0,0.0,1782.0,3344.0
Ezbet Kheirallah Steps 1 (Ring Rd.),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ezbet Kheirallah Steps 2 (Ring Rd.),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ezbet Kheirallah Steps 3 (Ring Rd.),231.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,231.0,20.0
Ezbet Makar Bridge,0.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,0.0
Faculty of Agriculture - Ain Shams University,1760.0,1856.0,59.0,0.0,0.0,1312.0,1376.0,96.0,0.0,0.0,3675.0,2784.0
Faculty of Agriculture (Cairo University),278.0,0.0,287.0,178.0,0.0,136.0,0.0,120.0,0.0,0.0,743.0,256.0
Faculty of Commerce (Cairo University),36.0,135.0,23.0,0.0,0.0,12.0,0.0,20.0,0.0,0.0,194.0,32.0
Faculty of Dentistry - Modern Academy,170.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,170.0,156.0
Faculty of Engineering - Cairo University (Sheikh Zayed),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Faculty of Engineering (Al Azhar University),0.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,0.0
Faculty of Engineering (Cairo University),270.0,0.0,109.0,0.0,0.0,304.0,0.0,112.0,0.0,0.0,379.0,416.0
Faculty of Medicine - Ain Shams University,160.0,0.0,208.0,0.0,0.0,20.0,0.0,16.0,0.0,0.0,368.0,36.0
Faculty of Pharmacy - Modern Academy,78.0,0.0,0.0,0.0,0.0,208.0,0.0,0.0,0.0,0.0,78.0,208.0
Faisal,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0
Faisal Bank (Othman Bin Affan St.),252.0,0.0,119.0,0.0,0.0,252.0,0.0,132.0,0.0,0.0,371.0,384.0
Faisal Islamic Bank ( Tahrir St),314.0,0.0,44.0,0.0,0.0,136.0,0.0,168.0,0.0,0.0,358.0,304.0
Faisal Islamic Bank (Tahrir St.),86.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,86.0,64.0
Faisal St.,0.0,0.0,246.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,246.0,240.0
Faisal Tawabek,0.0,406.0,41.0,0.0,0.0,0.0,1496.0,400.0,0.0,0.0,447.0,1896.0
Falcon School (Shorouq City),0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,32.0
Family Land (6th of October),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Farghali Realestate in Bashayer,230.0,0.0,0.0,0.0,0.0,216.0,0.0,0.0,0.0,0.0,230.0,216.0
Farhety Hall (Port Said St.),258.0,0.0,76.0,0.0,0.0,216.0,0.0,76.0,0.0,0.0,334.0,292.0
Farouq Corner Musuem (Helwan),26.0,17.0,0.0,0.0,0.0,36.0,304.0,0.0,0.0,0.0,43.0,340.0
Farouq Square (Maadi),90.0,1118.0,69.0,0.0,0.0,80.0,1276.0,0.0,0.0,0.0,1277.0,1356.0
Fatma Al Sharbatly Mosque,69.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,69.0,32.0
Fayda Kamel,0.0,3768.0,0.0,0.0,0.0,0.0,1864.0,0.0,0.0,0.0,3768.0,1864.0
Ferdous (Rod Al Farag),108.0,0.0,320.0,0.0,0.0,16.0,0.0,248.0,0.0,0.0,428.0,264.0
Fiat Service Center (Obour),0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,80.0
Filfil Mosque (Bashtil),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fom Al Khalig,1305.0,280.0,253.0,0.0,0.0,448.0,84.0,160.0,0.0,0.0,1838.0,692.0
Fom Al Khalig Police Station,62.0,0.0,0.0,0.0,0.0,16.0,104.0,0.0,0.0,0.0,62.0,120.0
Free Zone (Nasr City),602.0,0.0,92.0,0.0,0.0,584.0,0.0,108.0,0.0,0.0,694.0,692.0
Fustat Market,354.0,0.0,78.0,0.0,0.0,120.0,0.0,64.0,0.0,0.0,432.0,184.0
Future University in Egypt (FUE),40.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,40.0,84.0
Galaa Bridge Exit to Dokki,342.0,0.0,0.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,342.0,212.0
Galal Motors (Basateen),0.0,0.0,204.0,0.0,0.0,0.0,560.0,128.0,0.0,0.0,204.0,688.0
Galleria 40,42.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,42.0,28.0
Gamaa St. (Obour),39.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,39.0,16.0
Gamal Abd Al Nasser Metro,172.0,6840.0,188.0,0.0,0.0,56.0,2240.0,248.0,0.0,0.0,7200.0,2544.0
Gamal Abd Al Nasser Square (5th Settlement),54.0,0.0,0.0,0.0,0.0,84.0,0.0,60.0,0.0,0.0,54.0,144.0
Gamal Abd Al Nasser Steps (Ring Rd.),0.0,300.20142733244006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.20142733244006,0.0
Gamal Al Din Al Banna St. & Al Checheeny St.,0.0,0.0,0.0,0.0,987.0,0.0,0.0,0.0,0.0,616.0,987.0,616.0
Gardenia (Cairo Suez Rd.),0.0,0.0,105.0,0.0,0.0,24.0,0.0,64.0,0.0,0.0,105.0,88.0
Gardenia Heights (5th Settlement),23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0
Gas (5th Settlement),27.0,0.0,18.0,0.0,456.0,0.0,0.0,72.0,0.0,0.0,501.0,72.0
Gas Tech Gas Station ( Faisal St.),0.0,140.0,246.0,0.0,0.0,0.0,344.0,40.0,0.0,0.0,386.0,384.0
General Company for Land Reclamation,0.0,176.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,176.0,128.0
Gesr Al Suez - Taha Hussein,13.0,0.0,108.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,121.0,64.0
Gesr Al Suez (Al Qobba),65.0,813.0,437.0,0.0,0.0,0.0,640.0,352.0,0.0,0.0,1315.0,992.0
Gesr El Suez Garage Station,335.0,0.0,207.0,0.0,0.0,196.0,0.0,140.0,0.0,0.0,542.0,336.0
Ghamra,1612.0,130.0,2416.0,0.0,0.0,1248.0,0.0,800.0,0.0,0.0,4158.0,2048.0
Ghamra Bridge Entrance,175.0,0.0,81.0,0.0,0.0,52.0,0.0,52.0,0.0,0.0,256.0,104.0
Ghamra Bridge Exit to Cairo University,0.0,0.0,0.0,0.0,0.0,220.0,0.0,52.0,0.0,0.0,0.0,272.0
Girls' College - Ain Shams University,14.0,168.0,1191.0,0.0,0.0,144.0,0.0,1188.0,0.0,0.0,1373.0,1332.0
Giza Bridge Exit to Cairo University,1952.0,418.0,712.0,356.0,0.0,1024.0,0.0,812.0,36.0,0.0,3438.0,1872.0
Giza Courthouse Complex,820.0,4237.0,216.0,0.0,0.0,864.0,3360.0,252.0,0.0,0.0,5273.0,4476.0
Giza Directorate of Health Affairs,5.0,150.0,0.0,0.0,0.0,104.0,100.0,0.0,0.0,0.0,155.0,204.0
Giza Governorate Authority,77.0,0.0,36.0,28.0,0.0,0.0,0.0,44.0,0.0,0.0,141.0,44.0
Giza Helwan Bus Station,106.0,7805.0,44.0,0.0,0.0,104.0,3772.0,36.0,0.0,0.0,7955.0,3912.0
Giza Metro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giza Park (Bashtil),0.0,2618.0,0.0,0.0,0.0,0.0,2016.0,0.0,0.0,0.0,2618.0,2016.0
Giza Square,1364.0,5120.0,462.0,1602.0,0.0,352.0,5404.0,520.0,1008.0,0.0,8548.0,7284.0
Gladios Garden Compound,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Golf Square (5th Settlement),0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0
Greek Hospital,201.0,0.0,840.0,0.0,0.0,88.0,0.0,496.0,0.0,0.0,1041.0,584.0
Green Hills Club,26.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,26.0,16.0
Hadaba Wosta (Moqattam),768.0,0.0,0.0,0.0,0.0,424.0,0.0,0.0,0.0,0.0,768.0,424.0
Hadayek Al Ahram Gate 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hadayek Al Qobba,327.0,896.0,153.0,0.0,0.0,104.0,280.0,328.0,0.0,0.0,1376.0,712.0
Hadayek Al Qobba Police Station,2274.0,1100.0,0.0,0.0,0.0,916.0,676.0,0.0,0.0,0.0,3374.0,1592.0
Hadayek Al Qobba Youth Center,659.0,0.0,818.0,0.0,0.0,324.0,136.0,536.0,0.0,0.0,1477.0,996.0
Hadayeq Al Qobba Police Station,794.0,0.0,31.0,0.0,0.0,408.0,0.0,0.0,0.0,0.0,825.0,408.0
Hadayeq Al Zaytoun School (Al Matareyya St.),1193.0,3200.0,191.0,0.0,0.0,400.0,1568.0,100.0,0.0,0.0,4584.0,2068.0
Hall 3 - Cairo Airport,841.0,0.0,92.0,0.0,0.0,556.0,0.0,100.0,0.0,0.0,933.0,656.0
Hall 4 - Cairo Airport,255.0,0.0,46.0,0.0,0.0,160.0,0.0,40.0,0.0,0.0,301.0,200.0
Haram & Marioteya,34.0,1495.0,0.0,0.0,0.0,0.0,1520.0,0.0,0.0,0.0,1529.0,1520.0
Haram Mashaal,46.0,0.0,46.0,182.0,0.0,0.0,0.0,72.0,0.0,0.0,274.0,72.0
Haram Mashaal (Al Mansoreya Rd.),130.0,0.0,340.0,56.0,0.0,192.0,0.0,12.0,0.0,0.0,526.0,204.0
Haram St. & Talbeya,47.0,418.0,0.0,56.0,0.0,72.0,0.0,20.0,0.0,0.0,521.0,92.0
Haram Talbeya,26.0,3966.0,10.0,0.0,0.0,48.0,2408.0,40.0,0.0,0.0,4002.0,2496.0
Haram Tunnel (Al Lebeny St.),266.0,0.0,72.0,0.0,0.0,8.0,0.0,144.0,0.0,0.0,338.0,152.0
Hareer St. (Helwan),0.0,740.0,0.0,0.0,0.0,0.0,216.0,0.0,0.0,0.0,740.0,216.0
Hazem Hassan Consulting (Alexandria Desert Rd.),0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,72.0
Health Affairs Directorate - 6th of October,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
Health Insurance Hospital (Nasr City),45.0,0.0,623.0,0.0,0.0,0.0,0.0,188.0,0.0,0.0,668.0,188.0
Hearing and Speech Institute (Imbaba),327.0,39.0,195.0,0.0,0.0,216.0,0.0,216.0,0.0,0.0,561.0,432.0
Heliopolis Courthouse Complex,791.0,0.0,1488.0,0.0,0.0,264.0,160.0,744.0,0.0,0.0,2279.0,1168.0
Heliopolis Hospital,0.0,567.0,89.0,0.0,0.0,40.0,0.0,272.0,0.0,0.0,656.0,312.0
Heliopolis Sporting Club,0.0,0.0,23.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,23.0,112.0
Heliopolis Square,46.0,189.0,551.0,0.0,0.0,80.0,0.0,288.0,0.0,0.0,786.0,368.0
Helmeyet El Zaitoun Metro,13.0,4446.0,0.0,0.0,0.0,0.0,1248.0,12.0,0.0,0.0,4459.0,1260.0
Helwan Post Office,0.0,1321.0,0.0,0.0,0.0,0.0,1876.0,0.0,0.0,0.0,1321.0,1876.0
Helwan Station,0.0,7376.0,0.0,0.0,0.0,0.0,3992.0,0.0,0.0,0.0,7376.0,3992.0
Helwan University,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,96.0
Herafyeen Bridge Exit,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0
Higher Institute For Hotels & Tourism (Sheraton),162.0,0.0,409.0,0.0,0.0,224.0,0.0,696.0,0.0,0.0,571.0,920.0
Higher Institute Of Marketing Commerce & Information Systems,272.0,0.0,599.0,0.0,0.0,236.0,0.0,656.0,0.0,0.0,871.0,892.0
Hikestep Bridge Entrance,0.0,119.39391114975591,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,119.39391114975591,64.0
Hilton Pyramids Golf (Dreamland),0.0,71.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,71.0,88.0
Holding Company For Water & Wastewater (HCWW),108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0
Hospital 57357 (  Magra Al Oyoun ),36.0,0.0,94.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,130.0,32.0
Hossary Station,120.0,364.0,0.0,0.0,168.0,196.0,280.0,0.0,0.0,168.0,652.0,644.0
Housing & Utilities Directorate (Giza),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Housing And Development Bank (6th of October),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,68.0
Huckstep,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Huckstep Bridge Entrance,63.0,184.0,0.0,0.0,0.0,40.0,0.0,84.0,0.0,0.0,247.0,124.0
Hussein Sedqy Mosque (Maadi),36.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,36.0,16.0
Hyper One (Sheikh Zayed),142.0,2906.0,0.0,0.0,1064.0,436.0,5328.0,0.0,0.0,364.0,4112.0,6128.0
Ibn Al Hakam Square (Heliopolis),184.0,0.0,114.0,0.0,0.0,204.0,0.0,164.0,0.0,0.0,298.0,368.0
Ibrahim Abdel Raziq St. & Ain Shams St.,198.0,0.0,440.0,0.0,0.0,104.0,0.0,256.0,0.0,0.0,638.0,360.0
Ibrahim Al Afifi Alley (Mansoureyya Rd.),0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0
Ibrahim Al Rifaie School (1st Settlement),120.0,0.0,475.0,0.0,0.0,80.0,0.0,744.0,0.0,0.0,595.0,824.0
Ibrahim Anwar Mosque (Al Zaytoun),1269.0,708.0,742.0,0.0,0.0,296.0,20.0,676.0,0.0,0.0,2719.0,992.0
Ibrahim Bek Youth Center,54.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,54.0,40.0
Ibrahim Mosque (Marg Axis),0.0,1080.0,0.0,0.0,0.0,0.0,2912.0,0.0,0.0,0.0,1080.0,2912.0
Icon for Construction And Development,0.0,225.0,0.0,0.0,0.0,0.0,280.0,0.0,0.0,0.0,225.0,280.0
Ideal Standard (Nasr Rd.),0.0,229.0,0.0,0.0,0.0,0.0,79.6404417546858,0.0,0.0,0.0,229.0,79.6404417546858
Ikea - CFC,0.0,446.0,18.0,0.0,0.0,32.0,284.0,0.0,0.0,0.0,464.0,316.0
Imam Al Shafei Mosque (Basateen Rd.),1295.0,2483.0,577.0,0.0,0.0,502.1603650114731,2680.0,256.0,0.0,0.0,4355.0,3438.160365011473
Imbaba,914.0,2997.0,688.0,3074.0,0.0,504.0,3168.0,556.0,840.0,0.0,7673.0,5068.0
Imbaba Fevers Hospital,204.0,0.0,54.0,0.0,0.0,104.0,616.0,56.0,0.0,0.0,258.0,776.0
Imbaba Police Station,46.0,0.0,40.0,0.0,0.0,36.0,0.0,12.0,0.0,0.0,86.0,48.0
Imbaba Station,1415.0,3405.0,0.0,2640.0,0.0,860.0,3248.0,0.0,1728.0,0.0,7460.0,5836.0
Industrial Technical Institute (Al Azhar),23.0,0.0,81.0,0.0,0.0,12.0,0.0,48.0,0.0,0.0,104.0,60.0
International Garden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,252.0
Isaaf,948.0,1262.0,974.0,0.0,0.0,936.0,2256.0,528.0,0.0,0.0,3184.0,3720.0
Isbiko Station,1174.0,0.0,0.0,0.0,0.0,652.0,0.0,0.0,0.0,0.0,1174.0,652.0
Isko,0.0,0.0,1962.0,0.0,0.0,0.0,0.0,984.0,0.0,0.0,1962.0,984.0
Islamic Center (Sheikh Zayed),0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0
Islamic Studies Institute( Waili ),397.0,0.0,23.0,0.0,0.0,188.0,236.0,0.0,0.0,0.0,420.0,424.0
Ismailiya Desert Rd. & Belbeis Desert Rd.,39.0,403.0,0.0,0.0,0.0,0.0,616.0,0.0,0.0,0.0,442.0,616.0
Jazirat Mohamed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Journalists Club (Al Bahr Al Aazam),0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0
Judges Club (Al Dokki),155.0,140.0,0.0,0.0,0.0,72.0,116.0,0.0,0.0,0.0,295.0,188.0
Juhayna Square,148.0,269.0,0.0,0.0,0.0,280.0,60.0,0.0,0.0,0.0,417.0,340.0
Kabdet Al Prince (Imbaba),0.0,1050.0,0.0,0.0,0.0,220.0,452.0,0.0,0.0,0.0,1050.0,672.0
Kafr AL Shurafa,0.0,762.0,0.0,0.0,0.0,0.0,228.0,0.0,0.0,0.0,762.0,228.0
Kafr Tohormos Steps (Ring Rd.),0.0,0.0,0.0,0.0,0.0,0.0,424.0,0.0,0.0,0.0,0.0,424.0
Kafr Tuhurmis,0.0,1746.0,816.0,0.0,0.0,0.0,1516.0,888.0,0.0,0.0,2562.0,2404.0
Kahraba Club (Rod Al Farag),502.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,502.0,48.0
Kan Kan 12th District (6th of October),368.0,0.0,0.0,0.0,0.0,428.0,0.0,0.0,0.0,0.0,368.0,428.0
Kattameya Church,256.0,0.0,90.0,0.0,0.0,52.0,0.0,48.0,0.0,128.0,346.0,228.0
Kawkab Al Sharq Cafe - Bashayer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kempinski Hotel (Ring Rd.),0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,32.0
Kempinski Nile Hotel (Qasr Al Nile),1251.0,17.0,355.0,0.0,0.0,712.0,16.0,236.0,0.0,0.0,1623.0,964.0
Kerdasa Saft Al Laban Rd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kerdasa Station,0.0,1832.0,0.0,0.0,532.0,0.0,1096.0,0.0,0.0,288.0,2364.0,1384.0
KFC ( Faisal St. ),0.0,140.0,41.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,181.0,80.0
KFC (Al Lebeny St.),0.0,912.0,0.0,0.0,0.0,0.0,1008.0,0.0,0.0,0.0,912.0,1008.0
KFC (Gameat Al Dowal St.),55.0,13.0,85.0,106.0,0.0,196.0,112.0,204.0,112.0,0.0,259.0,624.0
Khair Zaman (Autostrad Zahraa Al Maadi),0.0,0.0,69.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,69.0,32.0
Khalafawi Square,27.0,1162.0,645.0,0.0,0.0,0.0,1288.0,200.0,0.0,0.0,1834.0,1488.0
Khalil Agha Military School,225.0,0.0,22.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,247.0,40.0
Khedr Al Touny (Al Tayaran),0.0,0.0,231.0,0.0,0.0,0.0,0.0,508.0,0.0,0.0,231.0,508.0
Khedr Al Touny Exit to Al Tayaran,0.0,5.0,439.0,0.0,0.0,16.0,96.0,480.0,0.0,0.0,444.0,592.0
Kheir Zaman (Ahmed Al Zomor),140.0,0.0,183.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,323.0,116.0
Kheir Zaman Al Mehwar Al Markazi (6th of October),0.0,0.0,0.0,0.0,623.0,0.0,0.0,0.0,0.0,520.0,623.0,520.0
Khosous,26.0,104.0,0.0,0.0,0.0,136.0,88.0,0.0,0.0,0.0,130.0,224.0
Kia Motors (Joseph Tito St.),90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0
Kids Land (Mostafa Al Nahas),86.0,656.0,41.0,0.0,0.0,56.0,128.0,148.0,0.0,0.0,783.0,332.0
Kilo 4 & Half Bus Station,34.0,0.0,3507.0,0.0,0.0,288.0,784.0,2960.0,0.0,0.0,3541.0,4032.0
Kit Kat District,320.0,0.0,375.0,0.0,0.0,488.0,0.0,512.0,0.0,0.0,695.0,1000.0
Kit Kat Square,1827.0,3150.0,1115.0,0.0,0.0,888.0,952.0,744.0,0.0,0.0,6092.0,2584.0
Kobry Al Qobba,1047.0,1728.0,1576.0,0.0,0.0,804.0,2476.0,820.0,0.0,0.0,4351.0,4100.0
Kobry Orabi,4060.0,2952.0,996.0,8046.0,0.0,2004.0,2144.0,488.0,3480.0,0.0,16054.0,8116.0
Koleyet Al Banat (Azhar University),161.0,0.0,308.0,0.0,0.0,16.0,0.0,100.0,0.0,0.0,469.0,116.0
Konayyesa (Moneeb),620.0,484.0,0.0,0.0,0.0,96.0,64.0,0.0,0.0,0.0,1104.0,160.0
Korba District,139.0,1890.0,690.0,0.0,0.0,124.0,884.0,656.0,0.0,0.0,2719.0,1664.0
Koshary Abu Hanafy (Al Moqattam),110.0,0.0,0.0,0.0,0.0,196.0,0.0,0.0,0.0,0.0,110.0,196.0
Koshary Al Tahrir (Nasr St.),0.0,0.0,0.0,0.0,0.0,0.0,152.0,0.0,0.0,0.0,0.0,152.0
Koshary Aladin (Shobra),948.0,0.0,338.0,0.0,0.0,972.0,0.0,60.0,0.0,0.0,1286.0,1032.0
Koshary Hend ( Masaken Al Wehda),729.0,0.0,0.0,0.0,0.0,848.0,0.0,0.0,0.0,0.0,729.0,848.0
Language Institute (Al Qobba),473.0,0.0,361.0,0.0,0.0,284.0,0.0,448.0,0.0,0.0,834.0,732.0
Laylat Al Qadr Station,336.0,0.0,0.0,0.0,0.0,280.0,0.0,0.0,0.0,0.0,336.0,280.0
Leather and Tanning Company (Autostrad),76.0,0.0,0.0,0.0,0.0,16.0,56.0,0.0,0.0,0.0,76.0,72.0
Lebanon Square,23.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,23.0,84.0
Lebanon Square (Medan Lebnan),0.0,0.0,0.0,0.0,0.0,0.0,544.0,0.0,0.0,0.0,0.0,544.0
Lebanon Square Station,155.0,427.0,1080.0,0.0,0.0,832.0,668.0,108.0,0.0,0.0,1662.0,1608.0
Libya St,277.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,277.0,156.0
Lotfy Al Sayed St & Masr Wal Sudan St,236.0,0.0,255.0,0.0,0.0,224.0,100.0,496.0,0.0,0.0,491.0,820.0
Lux School (Al Marg),0.0,0.0,347.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,347.0,120.0
Maadi Corniche Exit to Ring Rd.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maadi Metro Station,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maadi Military Hospital,65.0,462.0,345.0,0.0,0.0,20.0,312.0,192.0,0.0,0.0,872.0,524.0
Maasara Autostrad,0.0,67.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,67.0,92.0
Macdonald's (Mergheny St.),78.0,0.0,280.0,0.0,0.0,144.0,0.0,180.0,0.0,0.0,358.0,324.0
