Stop_Name,Morning_Formal_BA,Morning_Informal_BA,Daily_Formal_BA,Daily_Informal_BA,Morning_All_BA,Daily_All_BA,geometry,Formal_Share_Morning,Formal_Share_Daily,Formal_Percentage_Morning,Formal_Percentage_Daily,Dominant_Morning,Dominant_Daily,Dominance_Shifted
Al Bassous Steps - Ring Road,9.0,0.0,25.0,288.0,9.0,313.0,POINT (327741.51777308946 3336234.586243186),1.0,0.07987220447284345,1.0,0.07987220447284345,Formal,Informal,True
Al Batal Ahmed - Saheb Al Diwan,0.0,2408.0,0.0,8440.0,2408.0,8440.0,POINT (341656.3137435866 3343972.0525800693),0.0,0.0,0.0,0.0,Informal,Informal,False
Al Bibany St.,988.0,84.0,1676.0,112.0,1072.0,1788.0,POINT (331794.6796179088 3323930.9973114505),0.9216417910447762,0.9373601789709173,0.9216417910447762,0.9373601789709173,Formal,Formal,False
Al Bohi (Imbaba),596.0,4808.0,1004.0,8500.0,5404.0,9504.0,POINT (327730.66089996626 3329880.516243726),0.11028867505551443,0.10563973063973064,0.11028867505551443,0.10563973063973064,Informal,Informal,False
Al Central (Laylat Al Qadr),0.0,0.0,112.0,0.0,0.0,112.0,POINT (297935.1415855412 3314440.9542015684),,1.0,,1.0,Informal,Formal,True
Al Central St. & Abou Al Farag St.,256.0,0.0,676.0,0.0,256.0,676.0,POINT (329760.0884838354 3328341.7991719074),1.0,1.0,1.0,1.0,Formal,Formal,False
Al Dandarawy St. & Basateen Rd.,88.0,0.0,116.0,0.0,88.0,116.0,POINT (332675.52588595473 3319878.464571078),1.0,1.0,1.0,1.0,Formal,Formal,False
Al Darb Al Ahmar Police Station,307.0,120.0,719.0,120.0,427.0,839.0,POINT (331482.34093373 3324219.3065227424),0.7189695550351288,0.8569725864123957,0.7189695550351288,0.8569725864123957,Formal,Formal,False
Al Darraasa Traffic Department,146.0,274.0,306.0,578.0,420.0,884.0,POINT (333218.2567006659 3325861.2708619097),0.3476190476190476,0.34615384615384615,0.3476190476190476,0.34615384615384615,Informal,Informal,False
Al Dawagen (Nile Corniche),0.0,532.0,12.0,1348.0,532.0,1360.0,POINT (334806.3393885183 3306677.863256614),0.0,0.008823529411764706,0.0,0.008823529411764706,Informal,Informal,False
Al Demerdash Hospital,1645.0,0.0,2333.0,48.0,1645.0,2381.0,POINT (333876.483398257 3327970.312336074),1.0,0.9798404031919362,1.0,0.9798404031919362,Formal,Formal,False
Al Demerdash Metro,2924.0,353.0,6024.0,877.0,3277.0,6901.0,POINT (333938.64067028137 3328524.043883602),0.8922795239548368,0.8729169685552819,0.8922795239548368,0.8729169685552819,Formal,Formal,False
Al Eman Mosque (Makram Ebeid),1122.0,935.0,1802.0,2111.0,2057.0,3913.0,,0.5454545454545454,0.46051622795808844,0.5454545454545454,0.46051622795808844,Formal,Informal,True
Al Etaby Center,19.0,0.0,139.0,0.0,19.0,139.0,POINT (303984.5056635384 3325619.7738951165),1.0,1.0,1.0,1.0,Formal,Formal,False
Al Ezaby Pharmacy Al Mehwar Al Markazi (6th of October),0.0,0.0,32.0,0.0,0.0,32.0,POINT (300554.6194703458 3316634.3754565716),,1.0,,1.0,Informal,Formal,True
Al Farag Butchery ( Magra Al Oyoun),1125.0,0.0,1797.0,0.0,1125.0,1797.0,,1.0,1.0,1.0,1.0,Formal,Formal,False
Al Faragany (Ain Shams St.),602.0,0.0,854.0,0.0,602.0,854.0,POINT (337905.96994365245 3333029.1015166873),1.0,1.0,1.0,1.0,Formal,Formal,False
Al Fardous Compound Entrance (6th of October),0.0,85.0,0.0,129.0,85.0,129.0,POINT (312227.1109537836 3315802.7242298583),0.0,0.0,0.0,0.0,Informal,Informal,False
Al Fath Mosque (Mansheyyet Al Gamal St.),208.0,1116.0,424.0,1356.0,1324.0,1780.0,POINT (331274.9092185731 3330921.810702976),0.15709969788519637,0.23820224719101124,0.15709969788519637,0.23820224719101124,Informal,Informal,False
Al Fath Superjet,100.0,0.0,128.0,396.0,100.0,524.0,,1.0,0.24427480916030533,1.0,0.24427480916030533,Formal,Informal,True
Al Fath Superjet (Nasr City),448.0,59.0,544.0,59.0,507.0,603.0,POINT (336866.8901642591 3325111.755994407),0.883629191321499,0.9021558872305141,0.883629191321499,0.9021558872305141,Formal,Formal,False
Al Fayrouz Medical Center (Helwan),0.0,856.0,0.0,1872.0,856.0,1872.0,POINT (336145.9053477535 3302619.0523071955),0.0,0.0,0.0,0.0,Informal,Informal,False
Al Fouad Hospital (Abbaseya),1580.0,0.0,2712.0,0.0,1580.0,2712.0,POINT (333991.98031127104 3328753.1806434556),1.0,1.0,1.0,1.0,Formal,Formal,False
Al Gabal Al Asfar (Marg),0.0,256.0,0.0,1540.0,256.0,1540.0,POINT (341678.82058557693 3342484.451899692),0.0,0.0,0.0,0.0,Informal,Informal,False
Al Galaa Bridge,727.0,1623.0,1075.0,2691.0,2350.0,3766.0,POINT (340290.9079956729 3330580.8739411007),0.30936170212765957,0.28544875199150294,0.30936170212765957,0.28544875199150294,Informal,Informal,False
Al Galaa Bridge (Helipolis),585.0,564.0,945.0,660.0,1149.0,1605.0,POINT (340214.0854396562 3330561.258739166),0.5091383812010444,0.5887850467289719,0.5091383812010444,0.5887850467289719,Formal,Formal,False
Al Galaa Military Hospital,112.0,5809.0,208.0,5809.0,5921.0,6017.0,POINT (341083.3759012978 3331005.4123653322),0.018915723695321737,0.03456872195446236,0.018915723695321737,0.03456872195446236,Informal,Informal,False
Al Gamaia Al Sharaia (Nasr City),0.0,33.0,0.0,33.0,33.0,33.0,POINT (337440.0010377959 3325261.9847319033),0.0,0.0,0.0,0.0,Informal,Informal,False
Al Gamaleya Youth Center,4920.0,0.0,8204.0,0.0,4920.0,8204.0,POINT (333115.9773013285 3325585.4240313373),1.0,1.0,1.0,1.0,Formal,Formal,False
Al Garage ( Sawah ),691.0,23.0,1379.0,87.0,714.0,1466.0,POINT (334427.7594948546 3331732.0139640016),0.9677871148459384,0.9406548431105047,0.9677871148459384,0.9406548431105047,Formal,Formal,False
Al Gazaer Exit (Ring Rd.),476.0,212.0,1660.0,308.0,688.0,1968.0,POINT (341998.2503650177 3338304.390714672),0.6918604651162791,0.8434959349593496,0.6918604651162791,0.8434959349593496,Formal,Formal,False
Al Gazareen (Warraq),113.0,306.0,249.0,2154.0,419.0,2403.0,POINT (328721.7182519323 3331316.6834512455),0.26968973747016706,0.10362047440699126,0.26968973747016706,0.10362047440699126,Informal,Informal,False
Al Geish Square,2390.0,0.0,3385.0151678082607,0.0,2390.0,3440.9138027174627,POINT (333040.82642162463 3326962.414790339),1.0,0.9837547122322402,1.0,0.9837547122322402,Formal,Formal,False
Al Gezira Steps (October Bridge),279.0,1759.0,531.0,2667.0,2038.0,3198.0,POINT (329071.4261659601 3325558.967904221),0.13689892051030422,0.16604127579737335,0.13689892051030422,0.16604127579737335,Informal,Informal,False
Al Gomhoreyya (Al Masraf),0.0,288.0,0.0,880.0,288.0,880.0,,0.0,0.0,0.0,0.0,Informal,Informal,False
Al Gomhoreyya (Howd Al Shaikh),0.0,288.0,0.0,1048.0,288.0,1048.0,,0.0,0.0,0.0,0.0,Informal,Informal,False
Al Habib Mosque (Al Barageel),0.0,111.0,0.0,687.0,111.0,687.0,POINT (323550.75270409 3328350.879339344),0.0,0.0,0.0,0.0,Informal,Informal,False
Al Hadaba Al Wosta,1293.0,2206.0,2241.0,3838.0,3499.0,6079.0,,0.36953415261503286,0.36864615890771507,0.36953415261503286,0.36864615890771507,Informal,Informal,False
Al Hamd Square Station,988.0,0.0,1760.0,192.0,988.0,1952.0,POINT (347895.42873029923 3320050.60961746),1.0,0.9016393442622951,1.0,0.9016393442622951,Formal,Formal,False
Al Haq Hospital (Arbean St.),330.0,329.0,798.0,1061.0,659.0,1859.0,POINT (337610.11009233294 3334737.5590074463),0.5007587253414264,0.42926304464766,0.5007587253414264,0.42926304464766,Formal,Informal,True
Al Harania Footbridge,0.0,1716.0,0.0,2596.0,1716.0,2596.0,POINT (324146.87893590983 3316677.9590492155),0.0,0.0,0.0,0.0,Informal,Informal,False
Al Hawamdeyya,0.0,1776.0,0.0,2376.0,1776.0,2376.0,POINT (333194.98570344504 3307623.246150605),0.0,0.0,0.0,0.0,Informal,Informal,False
Al Hawamdeyya Bridge St.,0.0,2112.0,0.0,3096.0,2112.0,3096.0,POINT (333004.17333484336 3308655.032226193),0.0,0.0,0.0,0.0,Informal,Informal,False
Al Hawamdeyya Traffic Authority,0.0,798.0,0.0,2210.0,798.0,2210.0,POINT (332842.56077680964 3309529.624041068),0.0,0.0,0.0,0.0,Informal,Informal,False
Al Hayat Islamic School (Marg),0.0,72.0,0.0,536.0,72.0,536.0,POINT (341261.53568606474 3340956.8518483783),0.0,0.0,0.0,0.0,Informal,Informal,False
Al Hays Pastry (Nozha St.),747.0,0.0,1071.0,0.0,747.0,1071.0,POINT (340400.42204719956 3331504.468747632),1.0,1.0,1.0,1.0,Formal,Formal,False
Al Hegaz Square,4356.0,3130.0,8340.0,5370.0,7486.0,13710.0,POINT (340555.03210931306 3332237.338881027),0.5818861875500935,0.6083150984682714,0.5818861875500935,0.6083150984682714,Formal,Formal,False
Al Helmeya Garden (Gesr Al Suez),1012.0,1000.0,1492.0,1952.0,2012.0,3444.0,POINT (338814.71452784375 3332032.5169526762),0.5029821073558648,0.4332171893147503,0.5029821073558648,0.4332171893147503,Formal,Informal,True
Al Helmeya Square (Heliopolis),7913.0,1897.0,12993.0,3441.0,9810.0,16434.0,POINT (337761.2574492243 3332405.640998614),0.8066258919469929,0.7906170135085798,0.8066258919469929,0.7906170135085798,Formal,Formal,False
Al Hennawy Furniture (Airport Rd.),68.0,176.0,208.0,176.0,244.0,384.0,POINT (343595.07442971086 3333689.0167979114),0.2786885245901639,0.5416666666666666,0.2786885245901639,0.5416666666666666,Informal,Formal,True
Al Herafeyin (Gesr Al Suez),87.0,151.0,199.0,311.0,238.0,510.0,POINT (344709.08928682405 3335037.0868260395),0.36554621848739494,0.39019607843137255,0.36554621848739494,0.39019607843137255,Informal,Informal,False
Al Herafyeen (Gesr Al Suez),9.0,0.0,61.0,484.0,9.0,545.0,POINT (344695.915437693 3335052.875761255),1.0,0.11192660550458716,1.0,0.11192660550458716,Formal,Informal,True
Al Hikma Labs (Nohza St.),299.0,0.0,427.0,0.0,299.0,427.0,POINT (340473.06113876 3331819.7705706325),1.0,1.0,1.0,1.0,Formal,Formal,False
Al Horeyya Rd. (Badr),136.0,0.0,244.0,28.0,136.0,272.0,POINT (376445.2709986344 3334158.6398617085),1.0,0.8970588235294118,1.0,0.8970588235294118,Formal,Formal,False
Al Horia Square (Maadi),101.0,2506.0,836.3185113185664,3902.0,2607.0,4171.443746310315,POINT (331550.8321118146 3315597.133517792),0.03874184886843115,0.2004865850242614,0.03874184886843115,0.2004865850242614,Informal,Informal,False
Al Horreya Square (Shorouq City),26.0,0.0,26.0,0.0,26.0,26.0,POINT (365444.3885625454 3338321.4915739973),1.0,1.0,1.0,1.0,Formal,Formal,False
Al Hossary Azhari Language School,0.0,886.0,0.0,1926.0,886.0,1926.0,POINT (302185.8323043892 3317313.0581888137),0.0,0.0,0.0,0.0,Informal,Informal,False
Al Huda Mosuqe (Al Mosky),3055.0,0.0,2914.0860752337935,0.0,3055.0,3153.758089700732,POINT (331925.1963524945 3325828.4783885735),1.0,0.9240043124266131,1.0,0.9240043124266131,Formal,Formal,False
Al Hussein Hospital (Al Darraasa),223.0,0.0,411.0,0.0,223.0,411.0,POINT (332921.09770035325 3325100.20716455),1.0,1.0,1.0,1.0,Formal,Formal,False
Al Imam Al Shafei Cemetaries (Autostrad),166.0,369.0,394.0,437.0,535.0,831.0,POINT (332890.51827108796 3321428.04410987),0.3102803738317757,0.4741275571600481,0.3102803738317757,0.4741275571600481,Informal,Informal,False
Al Ismailiya Square,2254.0,0.0,3094.0,0.0,2254.0,3094.0,POINT (339550.4184187284 3330643.2302021757),1.0,1.0,1.0,1.0,Formal,Formal,False
Al Itihadeya,4858.0,0.0,6866.0,0.0,4858.0,6866.0,POINT (338090.7740471181 3330004.5199764883),1.0,1.0,1.0,1.0,Formal,Formal,False
Al Kabbani Furniture (6th of October),84.0,93.0,84.0,93.0,177.0,177.0,POINT (299422.97752800566 3315886.313928419),0.4745762711864407,0.4745762711864407,0.4745762711864407,0.4745762711864407,Informal,Informal,False
Al Kahraba Housing Complex,0.0,258.0,0.0,810.0,258.0,810.0,POINT (334798.74583441333 3305915.1710243565),0.0,0.0,0.0,0.0,Informal,Informal,False
Al Kahraba St. (Nasr City),2075.0,138.0,4415.0,258.0,2213.0,4673.0,POINT (344714.0435730155 3325441.0817524684),0.9376412110257569,0.9447892146372779,0.9376412110257569,0.9447892146372779,Formal,Formal,False
Al Kahraba St. & Al Wahat Road,0.0,129.0,0.0,337.0,129.0,337.0,POINT (302019.1611027515 3314520.389956185),0.0,0.0,0.0,0.0,Informal,Informal,False
Al Kahraba St. & Tabarak St.,0.0,129.0,0.0,201.0,129.0,201.0,POINT (301440.74307876435 3314800.331608951),0.0,0.0,0.0,0.0,Informal,Informal,False
Al Karma Compound Gate (Sheikh Zayed),5.0,0.0,17.0,0.0,5.0,17.0,POINT (307596.27034102794 3325136.1003769096),1.0,1.0,1.0,1.0,Formal,Formal,False
Al Kasr Al Aini Hospital,8155.0,748.0,11487.0,948.0,8903.0,12435.0,,0.915983376389981,0.9237635705669481,0.915983376389981,0.9237635705669481,Formal,Formal,False
Al Kawetch (Al Matareyya),1225.0,0.0,2357.0,0.0,1225.0,2357.0,POINT (335872.69110125524 3334234.234752507),1.0,1.0,1.0,1.0,Formal,Formal,False
Al Kawthar St. & Gamal Al Din Al Banna St.,0.0,354.0,0.0,418.0,354.0,418.0,POINT (320117.03902789415 3321129.219915346),0.0,0.0,0.0,0.0,Informal,Informal,False
Al Kerdasi Schools (Marg),0.0,184.0,0.0,1280.0,184.0,1280.0,POINT (341793.45238166716 3342919.6898307833),0.0,0.0,0.0,0.0,Informal,Informal,False
Al Kersh Cars (Heliopolis),280.0,0.0,576.0,0.0,280.0,576.0,POINT (338654.69006019155 3329286.82143324),1.0,1.0,1.0,1.0,Formal,Formal,False
Al Khalafawy Square,4911.0,125.0,8555.0,505.0,5036.0,9060.0,POINT (330919.6251936855 3330943.227126648),0.9751787132644957,0.9442604856512141,0.9751787132644957,0.9442604856512141,Formal,Formal,False
Al Khashab Bridge,307.0,738.0,475.0,946.0,1045.0,1421.0,POINT (329040.32633539976 3321172.120343218),0.2937799043062201,0.3342716396903589,0.2937799043062201,0.3342716396903589,Informal,Informal,False
Al Khazan St. (6th of October),84.0,0.0,192.0,0.0,84.0,192.0,POINT (299285.23734065134 3315785.6299399678),1.0,1.0,1.0,1.0,Formal,Formal,False
Al Khelaa St.,18.0,0.0,30.0,0.0,18.0,30.0,POINT (332652.96356182836 3321992.6328801834),1.0,1.0,1.0,1.0,Formal,Formal,False
Al Kholafaa Al Rashdeen Mosque - Nasr City,383.0,0.0,383.0,0.0,383.0,383.0,,1.0,1.0,1.0,1.0,Formal,Formal,False
Al Khouly Steps (Ring Rd.),70.0,337.0,94.0,457.0,407.0,551.0,POINT (326644.70635543147 3331151.7656839853),0.171990171990172,0.1705989110707804,0.171990171990172,0.1705989110707804,Informal,Informal,False
Al Kurdi St. - Basateen Rd,688.0,0.0,1164.0,0.0,688.0,1164.0,,1.0,1.0,1.0,1.0,Formal,Formal,False
Al Kuwaiti Mosque (Zahraa Al Maadi),161.0,0.0,225.0,0.0,161.0,225.0,POINT (337289.18736750504 3315703.9798133383),1.0,1.0,1.0,1.0,Formal,Formal,False
Al Lewaa Steps (26th of July Corridor),120.0,68.0,340.0,136.0,188.0,476.0,,0.6382978723404256,0.7142857142857143,0.6382978723404256,0.7142857142857143,Formal,Formal,False
Al Maadi Company St. and Al Gazaer St.,813.0,2500.0,1329.0,4020.0,3313.0,5349.0,POINT (333471.438628963 3318383.651702983),0.24539692121943857,0.24845765563656758,0.24539692121943857,0.24845765563656758,Informal,Informal,False
Al Maagfera Mosque (Bolak),0.0,1306.0,0.0,4814.0,1306.0,4814.0,POINT (329334.95367566287 3327591.5858089784),0.0,0.0,0.0,0.0,Informal,Informal,False
Al Maamal ( Al Remaya St.),217.0,0.0,589.0,0.0,217.0,589.0,POINT (318273.8750079775 3319225.012433783),1.0,1.0,1.0,1.0,Formal,Formal,False
Al Maasara Ferry,0.0,493.0,12.0,1545.0,493.0,1557.0,POINT (334709.29088815564 3309099.150369039),0.0,0.007707129094412331,0.0,0.007707129094412331,Informal,Informal,False
Al Maasara For Engineering Industries,0.0,1010.0,0.0,1494.0,1010.0,1494.0,POINT (334754.98763363576 3309576.5266535953),0.0,0.0,0.0,0.0,Informal,Informal,False
Al Mafareq (Al Moqattam),809.0,200.0,1585.0,272.0,1009.0,1857.0,POINT (338922.3459683425 3321261.5734263523),0.8017839444995044,0.8535271943995691,0.8017839444995044,0.8535271943995691,Formal,Formal,False
Al Mafariq (Al Zawya Al Hamra),1000.0,0.0,1508.0,0.0,1000.0,1508.0,POINT (332815.0742886976 3330963.54131295),1.0,1.0,1.0,1.0,Formal,Formal,False
Al Magzar (Al Mariouteya),493.0,5302.0,1125.0,10186.0,5795.0,11311.0,POINT (322453.3366623217 3317857.6861252896),0.08507333908541846,0.09946070197153213,0.08507333908541846,0.09946070197153213,Informal,Informal,False
Al Magzar Al Aali (Autostrad),181.0,0.0,217.0,92.0,181.0,309.0,POINT (333571.12109202147 3320327.7508510514),1.0,0.7022653721682848,1.0,0.7022653721682848,Formal,Formal,False
Al Mahkama (New Cairo),0.0,0.0,0.0,64.0,0.0,64.0,POINT (348205.4880831372 3320213.7281894074),,0.0,,0.0,Informal,Informal,False
Al Malek Al Saleh,391.0,5288.0,671.0,9024.0,5679.0,9695.0,POINT (329388.5592636209 3321878.6863088515),0.06885014967423843,0.06921093347086127,0.06885014967423843,0.06921093347086127,Informal,Informal,False
Al Malek Al Saleh Bridge,856.0,3927.0,1552.0,4959.0,4783.0,6511.0,POINT (329189.0065167545 3321858.8728960613),0.17896717541292076,0.23836584242051911,0.17896717541292076,0.23836584242051911,Informal,Informal,False
Al Malek Al Saleh Bridge Entrance,498.0,876.0,566.0,1888.0,1374.0,2454.0,POINT (329130.5193509681 3321626.8687371076),0.3624454148471616,0.2306438467807661,0.3624454148471616,0.2306438467807661,Informal,Informal,False
Al Malek Al Saleh Metro,218.0,735.0,274.0,1079.0,953.0,1353.0,POINT (329228.96019610926 3322123.6773960474),0.22875131164742918,0.2025129342202513,0.22875131164742918,0.2025129342202513,Informal,Informal,False
Al Malek Al Saleh Tunnel Square,80.0,0.0,128.0,0.0,80.0,128.0,POINT (329690.0933245959 3321888.130840765),1.0,1.0,1.0,1.0,Formal,Formal,False
Al Manara Kiosk (Al Moqattam),327.0,0.0,595.0,0.0,327.0,595.0,POINT (338814.97702567937 3320731.9863722078),1.0,1.0,1.0,1.0,Formal,Formal,False
Al Manarah Center For International Conferences,155.0,0.0,183.0,0.0,155.0,183.0,POINT (344372.695098429 3321912.3024956323),1.0,1.0,1.0,1.0,Formal,Formal,False
Al Manhal Private School,1244.0,0.0,2100.0,0.0,1244.0,2100.0,POINT (341642.67216079845 3326075.147312983),1.0,1.0,1.0,1.0,Formal,Formal,False
Al Manial,3286.0,0.0,5310.0,52.0,3286.0,5362.0,POINT (328772.822465237 3323263.791612715),1.0,0.990302126072361,1.0,0.990302126072361,Formal,Formal,False
Al Mansoreya & 26th of July Corridor,256.0,314.0,728.0,642.0,570.0,1370.0,POINT (316659.3262499416 3327265.4806936807),0.44912280701754387,0.5313868613138686,0.44912280701754387,0.5313868613138686,Informal,Formal,True
Al Marioteya Rd. & 26th of July Corridor,266.0,48.0,462.0,100.0,314.0,562.0,POINT (319395.3188647606 3327482.3798319227),0.8471337579617835,0.8220640569395018,0.8471337579617835,0.8220640569395018,Formal,Formal,False
Al Markaz St. (Abu Al Nomros),0.0,598.0,0.0,1230.0,598.0,1230.0,POINT (327620.0685665484 3314943.8220891),0.0,0.0,0.0,0.0,Informal,Informal,False
Al Masa Hall (Nile Corniche),13.0,648.0,25.0,1284.0,661.0,1309.0,POINT (334596.470567439 3310214.1858462305),0.019667170953101363,0.019098548510313215,0.019667170953101363,0.019098548510313215,Informal,Informal,False
Al Masah Hospital (Mahdy Arafa),247.0,7500.0,295.0,9240.0,7747.0,9535.0,,0.03188330966825868,0.03093864708966964,0.03188330966825868,0.03093864708966964,Informal,Informal,False
Al Masallah St. & Al Terilli St,246.0,309.0,462.0,649.0,555.0,1111.0,POINT (337037.75512439176 3334120.6539234677),0.44324324324324327,0.4158415841584158,0.44324324324324327,0.4158415841584158,Informal,Informal,False
Al Matareya Metro,0.0,230.0,0.0,278.0,230.0,278.0,,0.0,0.0,0.0,0.0,Informal,Informal,False
Al Matareyya City Authority,315.0,3505.0,683.0,5745.0,3820.0,6428.0,POINT (335984.365056545 3332624.2184008267),0.0824607329842932,0.10625388923459864,0.0824607329842932,0.10625388923459864,Informal,Informal,False
Al Matareyya Educational Hospital,2351.0,3282.0,3783.0,6438.0,5633.0,10221.0,POINT (336613.9928219904 3333099.697456091),0.4173619740813066,0.37012034047549164,0.4173619740813066,0.37012034047549164,Informal,Informal,False
Al Matareyya Square Station,3398.0,6232.0,6082.0,9664.0,9630.0,15746.0,POINT (336800.53395229904 3332743.6297896015),0.35285565939771546,0.38625682713069986,0.35285565939771546,0.38625682713069986,Informal,Informal,False
Al Mazallaat ( Shubra),7547.0,651.0,11971.0,1163.0,8198.0,13134.0,POINT (330927.75922835106 3331363.5583580164),0.9205903878994877,0.9114511953707933,0.9205903878994877,0.9114511953707933,Formal,Formal,False
Al Mazallat,397.0,375.0,541.0,375.0,772.0,916.0,POINT (330944.0617485143 3331578.7848294717),0.5142487046632125,0.5906113537117904,0.5142487046632125,0.5906113537117904,Formal,Formal,False
Al Mazallat Metro Station,1993.0,3160.0,3409.0,4224.0,5153.0,7633.0,POINT (330977.3039807495 3331579.243083755),0.38676499126722297,0.44661338923097077,0.38676499126722297,0.44661338923097077,Informal,Informal,False
Al Mearag Mosque (Ring Rd.),122.0,480.0,206.0,500.0,602.0,706.0,POINT (336898.0157562359 3318487.6730788494),0.2026578073089701,0.29178470254957506,0.2026578073089701,0.29178470254957506,Informal,Informal,False
Al Moassasa Steps (Ring Rd.),0.0,0.0,0.0,128.0,0.0,128.0,POINT (343204.3717114094 3338400.9231130634),,0.0,,0.0,Informal,Informal,False
Al Moemen Mosque,686.0,3661.0,1862.0,5837.0,4347.0,7699.0,POINT (343070.0583325436 3326253.9966556923),0.15780998389694043,0.2418495908559553,0.15780998389694043,0.2418495908559553,Informal,Informal,False
Al Mohandes Insurance (Ramses),1726.0,156.0,2842.0,252.0,1882.0,3094.0,POINT (332286.0251141712 3327436.2147683855),0.9171094580233794,0.918552036199095,0.9171094580233794,0.918552036199095,Formal,Formal,False
Al Mokhayam Al Daaem (Nasr City),128.0,151.0,156.0,259.0,279.0,415.0,POINT (337468.3551381348 3325235.003258622),0.45878136200716846,0.3759036144578313,0.45878136200716846,0.3759036144578313,Informal,Informal,False
Al Mokhtabar (Haram St.),222.0,364.0,1186.0,436.0,586.0,1622.0,POINT (322174.9375511956 3319394.175694055),0.378839590443686,0.7311960542540074,0.378839590443686,0.7311960542540074,Informal,Formal,True
Al Montazah Compound,0.0,0.0,0.0,48.0,0.0,48.0,POINT (301153.4774425047 3314288.869088487),,0.0,,0.0,Informal,Informal,False
Al Moqattam Hospital,3253.0,0.0,4429.0,0.0,3253.0,4429.0,POINT (330625.96977310465 3322355.8425732967),1.0,1.0,1.0,1.0,Formal,Formal,False
Al Moshir Tantawi Corridor Entrance,32.0,0.0,56.0,0.0,32.0,56.0,POINT (341752.34061961516 3322615.760343623),1.0,1.0,1.0,1.0,Formal,Formal,False
Al Mosky (Port Said St.),3378.0,0.0,6334.0,0.0,3378.0,6334.0,POINT (331758.65641674586 3325390.557015876),1.0,1.0,1.0,1.0,Formal,Formal,False
