Feature_ID,Grid_ID,Jobs_Accessible_60min,H3_Hex_ID,Population_2018,Pop_Male,Pop_Female,Jobs_In_Hex,Jobs_Pct_Accessible_60min,geometry
1152,1152,192,883e62b0c5fffff,144,73,71,78,0.0,"MULTIPOLYGON (((366841.7463327566 3330473.391489932, 367416.134418561 3330511.431780306, 367738.0082414986 3330031.2084192014, 367485.50591898954 3329512.936524297, 366911.11833517975 3329474.882419157, 366589.23160040885 3329955.114034906, 366841.7463327566 3330473.391489932)))"
1153,1153,214,883e62b0c7fffff,144,73,71,78,0.0,"MULTIPOLYGON (((367738.0082414986 3330031.2084192014, 368312.37393677945 3330069.254516026, 368634.23776832083 3329589.0425039916, 368381.7478578443 3329070.778380949, 367807.38171163027 3329032.718498512, 367485.50591898954 3329512.936524297, 367738.0082414986 3330031.2084192014)))"
1154,1154,152,883e62b0cbfffff,144,73,71,67,0.0,"MULTIPOLYGON (((368495.4963408023 3331585.9725240865, 369069.83869599877 3331623.9957562806, 369391.68866339396 3331143.786654163, 369139.20722068136 3330625.5472031315, 368564.86437927233 3330587.510197688, 368243.0024954045 3331067.7264275816, 368495.4963408023 3331585.9725240865)))"
1155,1155,57,883e62b0cdfffff,144,73,71,49,0.0,"MULTIPOLYGON (((366772.3778361707 3331471.896332481, 367346.76543717354 3331509.9228170943, 367668.637274097 3331029.694119014, 367416.134418561 3330511.431780306, 366841.7463327566 3330473.391489932, 366519.8625431298 3330953.6273319577, 366772.3778361707 3331471.896332481)))"
1156,1156,45,883e62b0d1fffff,144,73,71,40,0.0,"MULTIPOLYGON (((370287.84869233356 3330701.619019916, 370862.1463749553 3330739.653840915, 371183.97546542785 3330259.4695902173, 370931.5197183889 3329741.2434045435, 370357.2215712134 3329703.194845293, 370035.3796278494 3330183.386209588, 370287.84869233356 3330701.619019916)))"
1157,1157,128,883e62b0d5fffff,144,73,71,78,0.0,"MULTIPOLYGON (((369461.05914004095 3330145.343417832, 370035.3796278494 3330183.386209588, 370357.2215712134 3329703.194845293, 370104.75491762033 3329184.952474777, 369530.43397747685 3329146.895929815, 369208.58012237714 3329627.0943998937, 369461.05914004095 3330145.343417832)))"
1158,1158,88,883e62b0d7fffff,144,73,71,43,0.0,"MULTIPOLYGON (((370357.2215712134 3329703.194845293, 370931.5197183889 3329741.2434045435, 371253.3507105132 3329261.0644489303, 371000.8964094747 3328742.8298293296, 370426.5987716141 3328704.7664148393, 370104.75491762033 3329184.952474777, 370357.2215712134 3329703.194845293)))"
1159,1159,159,883e62b0ddfffff,144,73,71,78,0.0,"MULTIPOLYGON (((369391.68866339396 3331143.786654163, 369966.0086758195 3331181.815690169, 370287.84869233356 3330701.619019916, 370035.3796278494 3330183.386209588, 369461.05914004095 3330145.343417832, 369139.20722068136 3330625.5472031315, 369391.68866339396 3331143.786654163)))"
1160,1160,203,883e62b0e9fffff,144,73,71,76,0.0,"MULTIPOLYGON (((366014.82158880564 3329917.0646291967, 366589.23160040885 3329955.114034906, 366911.11833517975 3329474.882419157, 366658.60512050876 3328956.5953906495, 366084.19465947326 3328918.53216687, 365762.2969044614 3329398.770909146, 366014.82158880564 3329917.0646291967)))"
1161,1161,162,883e62b0ebfffff,144,73,71,72,0.0,"MULTIPOLYGON (((366911.11833517975 3329474.882419157, 367485.50591898954 3329512.936524297, 367807.38171163027 3329032.718498512, 367554.8818697252 3328514.4381334567, 366980.4928701286 3328476.3691311358, 366658.60512050876 3328956.5953906495, 366911.11833517975 3329474.882419157)))"
1162,1162,152,883e62b101fffff,1840,929,910,50,0.0,"MULTIPOLYGON (((356638.9396859396 3327790.9811418974, 357213.5967821282 3327829.065708784, 357535.60716279235 3327348.734699809, 357282.9716431274 3326830.3097060123, 356708.31414050935 3326792.2111463696, 356386.2915778975 3327272.550477087, 356638.9396859396 3327790.9811418974)))"
1163,1163,0,883e62b103fffff,1840,929,910,0,0.0,"MULTIPOLYGON (((357535.60716279235 3327348.734699809, 358110.2435532692 3327386.825133577, 358432.2438779969 3326906.505669934, 358179.6199869485 3326388.0885712965, 357604.98415041587 3326349.9830416027, 357282.9716431274 3326830.3097060123, 357535.60716279235 3327348.734699809)))"
1164,1164,418,883e62b105fffff,1840,929,910,119,0.0,"MULTIPOLYGON (((355811.61140336434 3327234.4567021923, 356386.2915778975 3327272.550477087, 356708.31414050935 3326792.2111463696, 356455.66779002105 3326273.771944225, 355880.9872213794 3326235.664161633, 355558.95243998803 3326716.010709319, 355811.61140336434 3327234.4567021923)))"
1165,1165,164,883e62b107fffff,1840,929,910,38,0.0,"MULTIPOLYGON (((356708.31414050935 3326792.2111463696, 357282.9716431274 3326830.3097060123, 357604.98415041587 3326349.9830416027, 357352.35038831295 3325831.55062541, 356777.69250238256 3325793.4380755997, 356455.66779002105 3326273.771944225, 356708.31414050935 3326792.2111463696)))"
1166,1166,406,883e62b121fffff,1935,985,949,55,0.0,"MULTIPOLYGON (((355053.6273543815 3325679.0925938827, 355628.3309862707 3325717.2085048235, 355950.36696212215 3325236.867441104, 355697.7125125319 3324718.4032422425, 355123.00948611624 3324680.2732985755, 354800.96029598673 3325160.6215860876, 355053.6273543815 3325679.0925938827)))"
1167,1167,48,883e62b123fffff,1840,929,910,7,0.0,"MULTIPOLYGON (((355950.36696212215 3325236.867441104, 356525.04790181294 3325274.9892288074, 356847.0747332425 3324794.65971238, 356594.4319037597 3324276.2023301898, 356019.7515947886 3324238.0676356507, 355697.7125125319 3324718.4032422425, 355950.36696212215 3325236.867441104)))"
1168,1168,195,883e62b125fffff,2226,1157,1068,618,0.0,"MULTIPOLYGON (((354226.23551768286 3325122.497507676, 354800.96029598673 3325160.6215860876, 355123.00948611624 3324680.2732985755, 354870.3442343905 3324161.7937430106, 354295.6181455784 3324123.655642295, 353973.5576470435 3324604.011131716, 354226.23551768286 3325122.497507676)))"
1169,1169,8,883e62b127fffff,1848,934,913,4,0.0,"MULTIPOLYGON (((355123.00948611624 3324680.2732985755, 355697.7125125319 3324718.4032422425, 356019.7515947886 3324238.0676356507, 355767.09795876435 3323719.5938000116, 355192.3945967558 3323681.449838881, 354870.3442343905 3324161.7937430106, 355123.00948611624 3324680.2732985755)))"
1170,1170,238,883e62b12bfffff,1840,929,910,107,0.0,"MULTIPOLYGON (((355880.9872213794 3326235.664161633, 356455.66779002105 3326273.771944225, 356777.69250238256 3325793.4380755997, 356525.04790181294 3325274.9892288074, 355950.36696212215 3325236.867441104, 355628.3309862707 3325717.2085048235, 355880.9872213794 3326235.664161633)))"
1171,1171,439871,883e62b12dfffff,2057,1058,999,1042,7.9,"MULTIPOLYGON (((354156.8559227257 3326121.3363212324, 354731.5812957499 3326159.446349312, 355053.6273543815 3325679.0925938827, 354800.96029598673 3325160.6215860876, 354226.23551768286 3325122.497507676, 353904.17623109114 3325602.8584997086, 354156.8559227257 3326121.3363212324)))"
1172,1172,28,883e62b131fffff,972,491,481,9,0.0,"MULTIPOLYGON (((357674.36502022296 3325351.2294122223, 358249.0012150878 3325389.34780629, 358571.00575513055 3324909.0392249445, 358318.3862784504 3324390.6039585914, 357743.7497340488 3324352.4715944626, 357421.7329938115 3324832.787358049, 357674.36502022296 3325351.2294122223)))"
1173,1173,0,883e62b133fffff,144,73,71,0,0.0,"MULTIPOLYGON (((358571.00575513055 3324909.0392249445, 359145.6193078398 3324947.1634569447, 359467.6137304398 3324466.866375555, 359215.00582887797 3323948.4390128134, 358640.3919374322 3323910.3008283325, 358318.3862784504 3324390.6039585914, 358571.00575513055 3324909.0392249445)))"
1174,1174,9,883e62b135fffff,1289,651,637,8,0.0,"MULTIPOLYGON (((356847.0747332425 3324794.65971238, 357421.7329938115 3324832.787358049, 357743.7497340488 3324352.4715944626, 357491.119464429 3323834.021011551, 356916.46086672915 3323795.8793808906, 356594.4319037597 3324276.2023301898, 356847.0747332425 3324794.65971238)))"
1175,1175,9,883e62b137fffff,98,49,49,1,0.0,"MULTIPOLYGON (((357743.7497340488 3324352.4715944626, 358318.3862784504 3324390.6039585914, 358640.3919374322 3323910.3008283325, 358387.774203182 3323391.8570399177, 357813.13828238635 3323353.7095876737, 357491.119464429 3323834.021011551, 357743.7497340488 3324352.4715944626)))"
1176,1176,28,883e62b139fffff,1840,929,910,8,0.0,"MULTIPOLYGON (((357604.98415041587 3326349.9830416027, 358179.6199869485 3326388.0885712965, 358501.6224274596 3325907.774549598, 358249.0012150878 3325389.34780629, 357674.36502022296 3325351.2294122223, 357352.35038831295 3325831.55062541, 357604.98415041587 3326349.9830416027)))"
1177,1177,2,883e62b13bfffff,353,178,175,0,0.0,"MULTIPOLYGON (((358501.6224274596 3325907.774549598, 359076.2365824154 3325945.8848141553, 359398.2289306343 3325465.5823033075, 359145.6193078398 3324947.1634569447, 358571.00575513055 3324909.0392249445, 358249.0012150878 3325389.34780629, 358501.6224274596 3325907.774549598)))"
1178,1178,67,883e62b13dfffff,1840,929,910,29,0.0,"MULTIPOLYGON (((356777.69250238256 3325793.4380755997, 357352.35038831295 3325831.55062541, 357674.36502022296 3325351.2294122223, 357421.7329938115 3324832.787358049, 356847.0747332425 3324794.65971238, 356525.04790181294 3325274.9892288074, 356777.69250238256 3325793.4380755997)))"
1179,1179,2801,883e62b161fffff,1840,930,910,1203,0.1,"MULTIPOLYGON (((354018.1087332864 3328119.0025406918, 354592.83329816035 3328157.084485745, 354914.8759517354 3327676.7208598256, 354662.20531498425 3327158.2680587373, 354087.48033453064 3327120.1720708795, 353765.4254346646 3327600.542939229, 354018.1087332864 3328119.0025406918)))"
1180,1180,174125,883e62b165fffff,1847,933,913,1212,3.1,"MULTIPOLYGON (((353190.6787106396 3327562.452870456, 353765.4254346646 3327600.542939229, 354087.48033453064 3327120.1720708795, 353834.798828681 3326601.702804758, 353260.0516866668 3326563.5975699495, 352937.9845327121 3327043.9767924985, 353190.6787106396 3327562.452870456)))"
1181,1181,3459,883e62b167fffff,1840,930,910,1212,0.1,"MULTIPOLYGON (((354087.48033453064 3327120.1720708795, 354662.20531498425 3327158.2680587373, 354984.2501539872 3326677.9088083897, 354731.5812957499 3326159.446349312, 354156.8559227257 3326121.3363212324, 353834.798828681 3326601.702804758, 354087.48033453064 3327120.1720708795)))"
1182,1182,0,883e62b1e5fffff,144,73,71,0,0.0,"MULTIPOLYGON (((359467.6137304398 3324466.866375555, 360042.20465406403 3324504.996426647, 360364.1889760393 3324024.7130381274, 360111.5935610945 3323506.291345301, 359537.00230953784 3323468.1473592552, 359215.00582887797 3323948.4390128134, 359467.6137304398 3324466.866375555)))"
1183,1183,368,883e62b201fffff,231,117,113,178,0.0,"MULTIPOLYGON (((361943.86671666184 3338676.1251759133, 362518.36431918445 3338714.0516322996, 362840.27595073474 3338233.736571192, 362587.702884135 3337715.4855706925, 362013.2046132887 3337677.5440997374, 361691.2810186972 3338157.8675230574, 361943.86671666184 3338676.1251759133)))"
1184,1184,97,883e62b203fffff,231,117,113,103,0.0,"MULTIPOLYGON (((362840.27595073474 3338233.736571192, 363414.75116285146 3338271.6690334175, 363736.6539873269 3337791.3666009633, 363484.092564563 3337273.12226002, 362909.61669506156 3337235.17480073, 362587.702884135 3337715.4855706925, 362840.27595073474 3338233.736571192)))"
1185,1185,352,883e62b205fffff,231,117,113,132,0.0,"MULTIPOLYGON (((361116.76033351856 3338119.9320592824, 361691.2810186972 3338157.8675230574, 362013.2046132887 3337677.5440997374, 361760.6204773663 3337159.2779426137, 361186.10009912826 3337121.3274371675, 360864.1635420015 3337601.6581301093, 361116.76033351856 3338119.9320592824)))"
1186,1186,276,883e62b20bfffff,230,117,113,178,0.0,"MULTIPOLYGON (((362770.93987578934 3339232.2930138884, 363345.4144350834 3339270.2126930766, 363667.31409840693 3338789.903774138, 363414.75116285146 3338271.6690334175, 362840.27595073474 3338233.736571192, 362518.36431918445 3338714.0516322996, 362770.93987578934 3339232.2930138884)))"
1187,1187,377,883e62b20dfffff,213,108,104,163,0.0,"MULTIPOLYGON (((361047.4253065578 3339118.531361254, 361621.9443635873 3339156.452913377, 361943.86671666184 3338676.1251759133, 361691.2810186972 3338157.8675230574, 361116.76033351856 3338119.9320592824, 360794.82695270935 3338600.2670512847, 361047.4253065578 3339118.531361254)))"
1188,1188,2667,883e62b211fffff,1155,611,544,630,0.0,"MULTIPOLYGON (((364563.6571609696 3338347.5331548634, 365138.0869862904 3338385.463715972, 365459.96712543454 3337905.180029191, 365207.4293585281 3337386.9585559163, 364632.9988882181 3337349.0141384946, 364311.1068220177 3337829.305050235, 364563.6571609696 3338347.5331548634)))"
1189,1189,6392,883e62b213fffff,1435,760,674,819,0.1,"MULTIPOLYGON (((365459.96712543454 3337905.180029191, 366034.37555968884 3337943.1154370857, 366356.24591955123 3337462.8443310037, 366103.7197371259 3336944.6294960496, 365529.31161815964 3336906.679129314, 365207.4293585281 3337386.9585559163, 365459.96712543454 3337905.180029191)))"
1190,1190,1546,883e62b217fffff,994,525,469,506,0.0,"MULTIPOLYGON (((364632.9988882181 3337349.0141384946, 365207.4293585281 3337386.9585559163, 365529.31161815964 3336906.679129314, 365276.77534912305 3336388.4491774077, 364702.3442568924 3336350.4909062553, 364380.4500477753 3336830.776440313, 364632.9988882181 3337349.0141384946)))"
1191,1191,28022,883e62b219fffff,1303,689,613,737,0.5,"MULTIPOLYGON (((364494.31908463535 3339346.0479560154, 365068.7491911571 3339383.9635381014, 365390.62719362485 3338903.675589559, 365138.0869862904 3338385.463715972, 364563.6571609696 3338347.5331548634, 364241.76724026597 3338827.8283376307, 364494.31908463535 3339346.0479560154)))"
1192,1192,6092,883e62b21bfffff,1435,760,674,819,0.1,"MULTIPOLYGON (((365390.62719362485 3338903.675589559, 365965.03497056407 3338941.5971560893, 366286.9032052697 3338461.320690824, 366034.37555968884 3337943.1154370857, 365459.96712543454 3337905.180029191, 365138.0869862904 3338385.463715972, 365390.62719362485 3338903.675589559)))"
1193,1193,100,883e62b257fffff,163,84,79,112,0.0,"MULTIPOLYGON (((363597.97887655825 3339788.4378326247, 364172.43133942154 3339826.348519705, 364494.31908463535 3339346.0479560154, 364241.76724026597 3338827.8283376307, 363667.31409840693 3338789.903774138, 363345.4144350834 3339270.2126930766, 363597.97887655825 3339788.4378326247)))"
1194,1194,276,883e62b261fffff,191,97,93,145,0.0,"MULTIPOLYGON (((359323.7760943536 3339004.760792624, 359898.3406985576 3339042.685306115, 360220.2838260321 3338562.3365052533, 359967.675345494 3338044.0570035586, 359393.1100775552 3338006.1185337966, 359071.15394603426 3338486.4735216247, 359323.7760943536 3339004.760792624)))"
1195,1195,489,883e62b263fffff,231,117,113,178,0.0,"MULTIPOLYGON (((360220.2838260321 3338562.3365052533, 360794.82695270935 3338600.2670512847, 361116.76033351856 3338119.9320592824, 360864.1635420015 3337601.6581301093, 360289.62073951156 3337563.71474139, 359967.675345494 3338044.0570035586, 360220.2838260321 3338562.3365052533)))"
1196,1196,72,883e62b265fffff,140,71,68,108,0.0,"MULTIPOLYGON (((358496.5671766824 3338448.5410855957, 359071.15394603426 3338486.4735216247, 359393.1100775552 3338006.1185337966, 359140.49050415563 3337487.82272716, 358565.90308345703 3337449.876319889, 358243.93490242306 3337930.238594166, 358496.5671766824 3338448.5410855957)))"
1197,1197,213,883e62b267fffff,231,117,113,156,0.0,"MULTIPOLYGON (((359393.1100775552 3338006.1185337966, 359967.675345494 3338044.0570035586, 360289.62073951156 3337563.71474139, 360037.01384247 3337045.4256147905, 359462.447933934 3337007.4731913405, 359140.49050415563 3337487.82272716, 359393.1100775552 3338006.1185337966)))"
1198,1198,724,883e62b281fffff,1434,759,674,169,0.0,"MULTIPOLYGON (((368218.0559163274 3335579.7850583526, 368792.3970458766 3335617.752051698, 369114.23905571224 3335137.522774226, 368861.75180934754 3334619.3193382425, 368287.41008794284 3334581.337453003, 367965.55621025816 3335061.575003474, 368218.0559163274 3335579.7850583526)))"
1199,1199,522,883e62b283fffff,1434,759,674,165,0.0,"MULTIPOLYGON (((369114.23905571224 3335137.522774226, 369688.55788596126 3335175.4956415063, 370010.390045358 3334695.278839366, 369757.91523422836 3334177.0820175135, 369183.59583624714 3334139.095384097, 368861.75180934754 3334619.3193382425, 369114.23905571224 3335137.522774226)))"
1200,1200,389,883e62b285fffff,1434,759,674,778,0.0,"MULTIPOLYGON (((367391.1921656512 3335023.598993497, 367965.55621025816 3335061.575003474, 368287.41008794284 3334581.337453003, 368034.91280680324 3334063.1189288483, 367460.54819585587 3334025.1291202847, 367138.68240119563 3334505.372730702, 367391.1921656512 3335023.598993497)))"
1201,1201,741,883e62b287fffff,1434,759,674,212,0.0,"MULTIPOLYGON (((368287.41008794284 3334581.337453003, 368861.75180934754 3334619.3193382425, 369183.59583624714 3334139.095384097, 368931.11098736705 3333620.8823772958, 368356.76871046075 3333582.8867109683, 368034.91280680324 3334063.1189288483, 368287.41008794284 3334581.337453003)))"
1202,1202,559,883e62b289fffff,1434,760,674,165,0.0,"MULTIPOLYGON (((368148.7052284251 3336578.228430949, 368723.0457430397 3336616.1805298063, 369044.88573275093 3336135.9470356433, 368792.3970458766 3335617.752051698, 368218.0559163274 3335579.7850583526, 367896.2040675565 3336060.026834747, 368148.7052284251 3336578.228430949)))"
1203,1203,323,883e62b28bfffff,1434,759,674,165,0.0,"MULTIPOLYGON (((369044.88573275093 3336135.9470356433, 369619.2049221582 3336173.905014501, 369941.0350865113 3335693.6840065545, 369688.55788596126 3335175.4956415063, 369114.23905571224 3335137.522774226, 368792.3970458766 3335617.752051698, 369044.88573275093 3336135.9470356433)))"
1204,1204,1633,883e62b28dfffff,1434,760,674,697,0.0,"MULTIPOLYGON (((367321.83964917384 3336022.0646375315, 367896.2040675565 3336060.026834747, 368218.0559163274 3335579.7850583526, 367965.55621025816 3335061.575003474, 367391.1921656512 3335023.598993497, 367069.3284220847 3335503.847947363, 367321.83964917384 3336022.0646375315)))"
